,DB,HC,Sil,hom,clust_model,emb_model
0,1.7269343938973591,63.488195545429384,0.20332186202580665,0.13284294701100674,KMeans,ts2vec
0,1.629415416477542,59.60313795693697,0.20089844477531343,0.12088462254715863,Agg,ts2vec
0,2.0590641899999684,45.02938460304842,0.1115721982144194,0.08948252880676924,KMeans,PersImage_2
0,2.2424223666183405,41.10059582310182,0.0902595699352477,0.08823193967430766,Agg,PersImage_2
0,1.9059984193639485,39.14078575629251,0.06732010582268966,0.07626211651936142,KMeans,PersLandscape_1
0,2.063976745469951,34.985072930338866,0.04144493163489869,0.09208169086966396,Agg,PersLandscape_1
0,1.0993834598784273,111.7060925635445,0.19397954449172533,0.14917849879366268,KMeans,table_finance_features
0,1.181203545185115,100.25020087438139,0.1668395426742729,0.12794718137468558,Agg,table_finance_features
0,2.152467997142694,63.32145185046634,0.02857671682979341,0.18470003773267843,KMeans,autoencoder_mlp
0,1.665596803387266,62.810027952229404,0.07030109356982304,0.10443869359206218,Agg,autoencoder_mlp
0,2.524587157095057,20.656613643700446,0.030182432062176134,0.07374711004154988,KMeans,PersLandscape_2
0,2.390345742759076,18.561153750911572,0.059445727482265766,0.06301154374047317,Agg,PersLandscape_2
0,2.4540088231631345,34.85239844311747,0.06227718348855053,0.33577442956737874,KMeans,tsfresh
0,2.330777487902669,33.56602459916255,0.04722818348272091,0.3455605438917419,Agg,tsfresh
0,2.984168759448011,3.4608354145783062,0.08666649803539622,0.08721490790133032,KMeans,pca
0,1.6183133717151854,4.374466568342693,0.2167674795280585,0.039185893181199326,Agg,pca
0,1.4678864721933793,129.3882336084163,0.14447106418480732,0.12730047631431549,KMeans,topo_features
0,1.4763931497216818,118.30734846702778,0.12516166772403486,0.11888439202671963,Agg,topo_features
0,1.7287761736766536,26.284818272646362,0.07515490930906839,0.1943292991328139,KMeans,autoencoder_conv
0,2.0412846981904895,23.230784061061968,0.014583834592558378,0.19278193824738882,Agg,autoencoder_conv
0,0.8321839778983016,603.977778817,0.4667572658531594,0.588584762507911,KMeans,umap
0,0.776613067132222,587.9885607247909,0.47461655920276624,0.5985240905191247,Agg,umap
0,2.984168763564693,3.4608354145783076,0.08666649803539613,0.08721490790133032,KMeans,fastica
0,1.6183133729632955,4.374466568342699,0.2167674795280584,0.039185893181199326,Agg,fastica
0,0.9076518098369397,298.8214311818072,0.3323369569128362,0.13280008760312434,KMeans,autoencoder_lstm
0,0.902123995405541,272.4947662032559,0.3165809840896024,0.138771092556609,Agg,autoencoder_lstm
0,2.037729431662902,35.95316202981322,0.09726112505543397,0.06779898022930142,KMeans,PersImage_1
0,2.2064612252671427,33.110169822826414,0.056825955600286186,0.07573267933823782,Agg,PersImage_1
0,3.938839579227592,9.047783244806533,-0.02430579216027269,1.0,sectors,sectors
