,mean_return,std_return,median_return,share_positive_return,max_drawdown,rec_period,beta,alpha,sharp,VaR,CVaR,CAPM,coef_var,IR
D,0.00011598176751507835,0.010374997002402514,0.0004012167800043,0.5179282868525896,-20.8536238696598,344,0.20184087387826624,3.421465648247996e-05,-2.8803881317329294,-0.01774785596088443,-0.024804398009685112,0.02402654089468461,0.9280817589356639,-0.022834463055511
DAL,0.0001907674450664091,0.016141269683330163,0.0009072344281063,0.5278884462151394,-24.872341791853348,217,1.0030910666866608,-0.0002155915695851196,-1.84677123545733,-0.027331484643540703,-0.038258018810056624,0.0003136270140517046,1.3657497320850274,-0.016379191616410355
DD,-0.0007381049694556503,0.019662781377104553,-0.00028493500760025,0.48406374501992033,-43.450222241647374,6,1.2300470329751423,-0.0012364053899208164,-1.5632633237354336,-0.02963592731331993,-0.0409174605636427,-0.006403110568789103,-0.5238075713931911,-0.0713185234940975
DE,0.00034901888326525725,0.018159249320225505,0.00072424697896875,0.5239043824701195,-23.867284753338712,431,1.3032666627895502,-0.00017894330731497141,-1.632830773665843,-0.02916791765996771,-0.04395414286054184,-0.008570037693106276,0.9448151709989038,-0.004098809799736842
DFS,0.000307660931052974,0.01499229715065223,0.00081514147587175,0.5378486055776892,-32.246953871952655,312,1.2105840228967517,-0.00018275489163212044,-1.9805063073776707,-0.023603909538073068,-0.03670150009626191,-0.005827104864217454,0.7305736645994664,-0.009800721693633522
DG,0.001121413222677655,0.015071491427183887,0.0008576896077423001,0.545816733067729,-18.312126406628813,139,0.7580329478324835,0.0008143289189841967,-1.9161067713069933,-0.01871235821272528,-0.03500991919628191,0.007566095868718953,0.2025567821443198,0.05320583909186738
DGX,0.00024579262460689235,0.013589677403529236,0.0008006217973548,0.5179282868525896,-30.646141854458307,83,0.7100157051272703,-4.183956742892243e-05,-2.1894712061131005,-0.020666709247688684,-0.03395201251566387,0.008987161038217707,0.7513623821193146,-0.013124193627220122
DHI,0.00023688405623673562,0.018589797771704244,0.00020698377176790001,0.50199203187251,-37.65840788660319,439,0.7817806228889197,-7.982059216587615e-05,-1.601045708472744,-0.02872113321583317,-0.03992692405768405,0.006863285961735022,1.4588596070285795,-0.00979021945847256
DHR,0.0010956463542323338,0.013090460864285345,0.0014379712631261,0.5637450199203188,-13.410628371944755,152,0.9680825801339815,0.0007034695156288666,-2.208047061553601,-0.019865464890377577,-0.028005578632403976,0.0013496994345840209,0.15640098192034776,0.0734315104586379
DIS,0.0006051917139729692,0.013663071282176914,0.00073894514358135,0.5338645418326693,-15.60134803507146,133,0.8396659972128138,0.00026503730666592467,-2.151405615834832,-0.018529184019102248,-0.028510925312104037,0.005150174490922633,0.30846343819932986,0.017794852880939273
DISH,-0.00041727010626409184,0.023409050826599723,-0.0001401502950161,0.49203187250996017,-51.53597460774615,5,1.1706797781658627,-0.0008915204479596892,-1.299380753691257,-0.03743061642073926,-0.05559384793277227,-0.004646143003280284,-1.313258851702902,-0.039728624190357206
DLR,0.00021957535121881937,0.013955228721364534,0.00117092372680335,0.5438247011952191,-18.077233040249098,202,0.5386113898521793,1.3802132804700167e-06,-2.1339976035784574,-0.02174682422077213,-0.035266920111179746,0.014059853442372972,0.8869320148394967,-0.01354172173565542
DLTR,-7.521908476716193e-05,0.020200107923986067,0.00093562207992755,0.5258964143426295,-31.66308278558715,430,0.7121478446892003,-0.00036371502104341476,-1.4888642772574083,-0.022588516023592645,-0.050970815460928784,0.008924060595600244,-5.424745081700633,-0.024974408131705598
DOV,0.0007760937267927343,0.014254463686135704,0.0010945029903575501,0.5398406374501992,-25.548345652551273,146,1.0019979516999435,0.00037017754045825016,-2.0501582463345334,-0.022861702419746974,-0.03064122197719777,0.0003459776353361803,0.2618108199625042,0.03471535508340352
DPZ,0.0010607833597584139,0.017870169857686947,0.001276878198159,0.5358565737051793,-26.015236966186738,43,0.7502264429687435,0.000756861524289082,-1.619414749311587,-0.02578460791922427,-0.0388359732316343,0.007797128546407028,0.3010444760514638,0.03956467498223259
DRI,0.0003638865585421943,0.015427159339061055,0.00026755798680785,0.5059760956175299,-18.98977943584762,135,0.6682538718194004,9.317236926467595e-05,-1.9210350259636035,-0.01928712884047284,-0.03293963756288678,0.010223098034695507,0.6540424197756726,-0.0028584514114498812
DTE,0.0004064516007869074,0.009732342661247758,0.00080690340178745,0.547808764940239,-12.395933400029445,139,0.17231689299452888,0.0003366448552474789,-3.0407425456821082,-0.016273603745735225,-0.02257530255661549,0.024900299955703562,0.2330375707527393,0.00010884697454388153
DUK,0.00022707737274908256,0.00944828464503211,0.00078100719383305,0.5378486055776892,-13.077013757369437,168,0.14958582728310785,0.00016647913655764684,-3.1511458159662302,-0.015281757031140805,-0.022554373209226947,0.0255730234176982,0.39312627961479807,-0.014476989556101065
DVA,0.0002607735152228289,0.019709534723701915,0.0007550428698399,0.5199203187250996,-45.74534695584912,0,0.966386627154251,-0.00013071628129181272,-1.5088751156065567,-0.02979874684122763,-0.04542591061124975,0.0013998909818871107,1.4896672259560968,-0.008259011105827788
DVN,-0.0006348991252461437,0.02582148140901153,0.0,0.4960159362549801,-56.58846969502791,115,1.4508767354750398,-0.001222659160390223,-1.1864113696650558,-0.04311300708473683,-0.055701214204893386,-0.012938542029107117,-1.0501650981129271,-0.04662857233231439
DXC,-0.0011754947976906113,0.026746576030125174,0.00054384103249455,0.5119521912350598,-72.68105346125395,125,1.3805742073430853,-0.0017347748004548028,-1.1655882518411724,-0.035219274672733294,-0.06593407087195474,-0.010857946217528364,-0.608577197228527,-0.06688616708624386
DXCM,0.0031210108340078767,0.03161652250082899,0.0020243739697739004,0.5378486055776892,-27.759938197108692,87,1.0503743467310636,0.0026954970409653867,-0.8501564068371956,-0.03801470650106212,-0.05845948908975544,-0.001085716608889415,0.32028228936385134,0.09050616291281888
EA,0.00019980696272749683,0.02173916194291674,-0.000182562177077,0.49203187250996017,-49.82877533381216,37,1.126488996721961,-0.00025654139279695425,-1.3708068929024324,-0.03135866149325918,-0.04860041704870488,-0.003338321546134372,2.365238706044967,-0.01080442711282592
