,AVG_returns,Risk,Beta,Alpha,Sharpe,VaR,Drawdown,Recovery,clust_model,emb_model
port,0.0007999763842962861,0.014338521257159348,0.5601225349702749,0.0008442917060231953,0.047611093097970104,-0.023658560074312922,-17.17906324721019,98.0,KMeans,signal2vec_embds
port,0.0004684155124333679,0.01984465296267823,0.4359875913054356,0.0004769126539907548,0.017693017824965424,-0.03274367738841908,-25.751795211126137,218.0,Agg,signal2vec_embds
port,0.0009160030902199006,0.021687515999267205,0.39171274832994596,0.0009117250674613062,0.03682760978308621,-0.03578440139879088,-29.142937084155573,122.0,KMeans,autoencoder_mlp
port,0.0009154965343600911,0.023756428604438565,0.367647678319136,0.0009042747213359077,0.03359902423954881,-0.03919810719732363,-28.351177957774652,97.0,Agg,autoencoder_mlp
port,0.0011796490873080062,0.019690373163633444,0.393475016316006,0.0011758795533791332,0.05395252617332945,-0.03248911571999518,-15.708427774408618,159.0,KMeans,takens_mult_PL_1
port,0.00044133253315617883,0.019399526352126256,0.396959639792223,0.0004385684604440209,0.016702924259087135,-0.03200921848100832,-31.267513438080684,306.0,Agg,takens_mult_PL_1
port,0.0013257147485945327,0.017238403392845603,0.49810522995613,0.0013521354554850069,0.07009993949100915,-0.02844336559819524,-22.737259821942512,122.0,KMeans,tsfresh
port,0.0003545753458509764,0.020840164725157213,0.37740762602280403,0.00034616969042895024,0.011385305017771996,-0.0343862717965094,-32.20212853812551,317.0,Agg,tsfresh
port,0.0008788304842815709,0.016343278118855865,0.5382849437389405,0.0009168447375574871,0.04659571751205282,-0.026966408896112175,-20.495388900946022,122.0,KMeans,takens_one_BC_0
port,0.00012027951455187067,0.013297131419234255,0.6881554570165802,0.0002015377480334811,0.00022379268306825485,-0.02194026684173652,-28.341848191268582,178.0,Agg,takens_one_BC_0
port,0.00047481558263897305,0.015646206266942346,0.49108922269064825,0.0004992118747684899,0.022849747900862274,-0.02581624034045487,-20.42687032731053,108.0,KMeans,pca
port,0.0006040083177269665,0.019719832038703984,0.4146565206199631,0.0006063505434285574,0.024680971061886613,-0.03253772286386157,-35.83007411820516,245.0,Agg,pca
port,0.0010607583085057283,0.014782173422448353,0.5979205577627809,0.00111597995805995,0.06382380775201432,-0.024390586147039782,-22.764825562700953,71.0,KMeans,takens_one_PI_0_sigma=0.0005
port,-0.00037425274605745924,0.009530038457768926,0.5883825640918338,-0.0003217832109818501,-0.05157969320587468,-0.015724563455318728,-25.645512268225758,338.0,Agg,takens_one_PI_0_sigma=0.0005
port,0.001363475655219893,0.021318668441959628,0.3971168107369447,0.0013607569329711039,0.0584544923515352,-0.035175802929233384,-33.37686835299441,121.0,KMeans,autoencoder_conv
port,-0.0001423816537068787,0.018954383905377264,0.4508875033440141,-0.00012958525749845028,-0.01370054383396003,-0.031274733443872486,-34.65949397519119,119.0,Agg,autoencoder_conv
port,0.0011478447036005874,0.015950528001299372,0.585247974182123,0.0011994097769442388,0.0646085815894112,-0.02631837120214396,-21.715396239007255,122.0,KMeans,takens_mult_BC_0
port,-0.00047193260541609545,0.009715238095887811,0.735714836007927,-0.00037695148009460127,-0.060650733768424246,-0.01603014285821489,-23.92665277629821,338.0,Agg,takens_mult_BC_0
port,0.0005674684889743819,0.012666695859406713,0.6581202444853773,0.0006400602936317512,0.03553924244621579,-0.020900048168021074,-16.883922793642103,158.0,KMeans,takens_one_PI_2_sigma=0.0005
port,0.0004824473201050877,0.010278531521754744,0.702858650359489,0.0005679480465759852,0.03552488071839873,-0.016959577010895326,-18.532321876058678,139.0,Agg,takens_one_PI_2_sigma=0.0005
port,0.0010890890496554734,0.011035583774950031,0.6653372847860438,0.001163763275604932,0.08805925954066028,-0.01820871322866755,-17.06200901625984,57.0,KMeans,takens_one_PI_1_sigma=0.0005
port,0.00018687213026910823,0.009697312763429345,0.7119970567445236,0.0002750096733904828,0.007173989138209161,-0.016000566059658418,-17.585269880362343,123.0,Agg,takens_one_PI_1_sigma=0.0005
port,0.001328808865344673,0.014869027481542297,0.6289247762920869,0.0013929765429270401,0.08147843919275344,-0.02453389534454479,-16.477984111061673,131.0,KMeans,takens_mult_PI_2_sigma=0.0005
port,0.0006954143551537053,0.010179614627167065,0.7799466332079691,0.0008031582242648165,0.056791014443357324,-0.016796364134825655,-11.37400721127052,67.0,Agg,takens_mult_PI_2_sigma=0.0005
port,0.0011626812201831816,0.01722828223587534,0.4611818525143435,0.0011784479714135319,0.06067798820777901,-0.028426665689194313,-21.848340242583454,108.0,KMeans,umap
port,0.0004654718515449461,0.014648743267599637,0.5500784622665954,0.0005068890335932527,0.023767782078656662,-0.0241704263915394,-20.161210686043972,154.0,Agg,umap
port,0.00047481558263897305,0.015646206266942346,0.49108922269064825,0.0004992118747684899,0.022849747900862274,-0.02581624034045487,-20.42687032731053,108.0,KMeans,fastica
port,0.0006040083177269665,0.019719832038703984,0.4146565206199631,0.0006063505434285574,0.024680971061886613,-0.03253772286386157,-35.83007411820516,245.0,Agg,fastica
