,ts2vec,takens_one_BC_2,takens_one_PL_2,transformer_embds_sum_23,transformer_embds3,transformer_embds2,takens_mult_PI_0_sigma=0.0005,takens_mult_PL_2,takens_one_BC_1,table_finance_features,takens_mult_PI_1_sigma=0.0005,signal2vec_embds,autoencoder_mlp,takens_mult_PL_1,tsfresh,takens_one_BC_0,pca,takens_one_PI_0_sigma=0.0005,autoencoder_conv,takens_mult_BC_0,takens_one_PI_2_sigma=0.0005,takens_one_PI_1_sigma=0.0005,takens_mult_PI_2_sigma=0.0005,umap,fastica,transformer_embds1,takens_mult_BC_2,takens_one_PL_1,autoencoder_lstm,transformer_embds_sum_all,tnse,takens_mult_BC_1,tsclust_MSTcorr,tsclust_KShape,sectors
2020-01-17,-0.0003779098958282528,0.005507938272669431,-0.0013633165995220698,0.00516211565687663,0.004549302212103361,-0.0032643090232922006,0.00670666889344798,0.00485536988260944,0.00483841157363718,0.005185426787673959,0.00821372929655538,-0.0008708068982930127,0.0070557447933768894,-0.0017915135820519004,0.008095330060631043,0.0027984872073657007,0.00785474412357442,-0.00042355660639608987,-0.0012923829963212199,0.00456826534026782,0.00484269479353005,0.00426313009576922,0.0024042475523284304,0.00583579959690315,0.00785474412357442,0.00621004445845311,0.004909805346075831,0.0002988413145144197,0.00456531225269753,0.00397520943074676,0.0012409581006814798,0.0041579202054601,-0.0007773721768245903,5.66694328943622e-05,0.006196152513395682
2020-01-21,0.006833564078671351,0.02003086203760824,0.0027903831548905765,0.025527807127480765,0.022150600818425376,0.021749341233694153,0.00709129576423808,0.028205492004076908,0.025272248464306177,-0.0032845728646354773,0.008920689883957,-0.010881558937695957,-0.006242305868919649,0.023637115495922498,0.008013225281229823,0.004022641331383241,0.021147983451693348,-0.002146903744777841,0.014675087130442976,0.02617677060352126,0.0039007895423864504,0.023602457297740118,0.020461932375232857,0.0004376794573267002,0.021147983451693348,0.009660058662998471,-0.00046288999673852957,0.0166601298097378,-0.009199480097430508,0.006747272224675539,0.004313019310663211,-0.006782772507537159,0.025026028662295807,-0.005349310051358091,0.0070275832093070895
2020-01-22,-0.005665345066978917,0.01781481883991775,0.01182439607092623,0.010278128233311142,0.012739765865711322,0.01222722691109618,-0.00830730355606994,0.0017231792660691912,0.01114773503829271,0.0010901430528512568,8.268132434863023e-05,-0.009078159191285707,-0.005293705600184658,0.01460791675130466,0.001125443473416025,-0.00442460453573024,0.01437357535279674,-0.0022908643553481802,0.00807211174588785,0.010769522505668058,-0.0073825056284540285,0.010253888884978808,0.011735394443999323,-0.001982604792197949,0.01437357535279674,-0.00326627215660862,-0.011588417898391913,0.00756948351219458,-0.0046300373066315,-0.006918851964539569,0.00132797169627442,-0.02481206985090021,0.004289496621943192,0.009711798126065952,-0.005426768988110775
2020-01-23,0.009282748449260154,0.0044729680234674805,0.0020471974735910394,0.005009580088365921,0.00132099413051736,0.00210853183109446,0.005876878979285931,0.005890870288330072,0.00474265466301265,0.005092985953960662,0.00347053251150066,0.003129525607380418,0.009021326958388408,0.0011606319426002599,0.004887713969102657,0.0030549058436159407,0.01103656152200489,0.00213291325440161,-6.114182072350458e-06,0.007086489504294,0.0045113025160815005,0.007623763385054039,-0.0011496264437722008,-0.01846488073418403,0.01103656152200489,0.0018064413426946804,0.0014456771899059202,0.006086233531839029,-0.0006455787496945301,-0.01510412846461404,0.00408902953385649,0.0013273895509910802,0.0027832753776313806,-0.00125110412125797,0.0039796410785737195
2020-01-24,-0.0008741350743949215,-0.01327590568015747,-0.01654890878937612,-0.007469732676148411,-0.010907195378711772,-0.0073199110311004114,-0.0033823810633697906,-0.005374245068556851,-0.00374188338093215,-0.009481310887869805,-0.00795022818465553,-0.009129744843714697,-0.007353240824775731,-0.02036472644554078,-0.0018731257986474735,-0.011465584967658463,0.00046045113973886,-0.015046250805438022,-0.01742579180316165,-0.0019195057354422001,-0.009068476500841572,-0.0038086202137579206,-0.008380345673891561,-0.011581576294171614,0.00046045113973886,-0.007876239588593742,-0.006514119882068082,-0.01071815094778527,-0.018535743891274277,-0.0054526727074222,-0.0111022974414727,-0.01782403380651553,-0.00628043938450608,-0.017785350505955984,-0.0017103475352678223
2020-01-27,-0.0032535656238968326,-0.02167809355046168,-0.00674976123292787,-0.017278970255503463,-0.014125334819424473,-0.0067342225523869615,-0.006788797186710541,-0.0050539353349396115,-0.0030292338225355996,-0.0030979021158028096,-0.00932682617011968,-0.023979393948383804,-0.0223210910466921,-0.02703195181704875,-0.013741288175907052,0.00177857644383243,-0.01543958286337397,-0.01361241216234781,-0.02114507395545312,-0.019702795187805607,-0.01924461917203077,-0.00716074117367211,-0.008851347689972273,-0.011914237004292368,-0.01543958286337397,-0.010345093465275602,-0.012676937885802892,-0.016017486918841868,-0.018822565453415867,-0.01147059650155722,-0.01702376436231231,-0.01741850971840486,-0.00808259265349322,-0.030646281564878766,-0.009163612415186385
2020-01-28,0.01514142279034775,0.01344679261549606,0.01228122109395169,0.010509573331838142,0.012464012815063154,0.01580998029288012,0.00425749636633237,0.0072950991704236814,0.00897207862602277,0.005195194452287206,0.00409684182488114,0.0035914791998376576,0.012487400672445829,0.01582050457790607,0.005935870048256213,0.006324444391821231,0.0128647832947924,0.007289095899661551,0.00854677751504739,0.01295314039767452,0.00437105505535664,0.0072515355936595,0.011452590619811194,0.010831303734550313,0.0128647832947924,0.00841582805751764,0.003977829862647,0.01270001454020378,0.010287824106975391,0.00557171982974423,0.013992603198741951,0.017411335024499458,0.0097157623192603,0.011483347124380284,0.005704278090931536
2020-01-29,-0.0008216298723195143,0.017646099749221898,0.00866854522298367,0.0040136378000995105,0.001779124331988931,0.01078996800986943,-0.0006294724518833505,0.0036077119246586196,0.00859563246794815,-0.0034791323647418637,-0.0008339877543949797,-0.010684372993641309,0.002921445170705431,0.0047226795401446595,-3.5374694176662676e-06,-0.0031602565937377206,0.00722197613204037,-0.004032804862944101,-0.0128141289615348,0.00123758663374512,-0.005460391543332299,0.008623511704119829,0.00907581338666678,-0.008360055580913163,0.00722197613204037,-0.005412867430202611,-0.00522926009575544,0.010357405143576089,-0.00967534110433474,-0.005386278739819709,0.0037672322375617204,-0.0029477702117593797,0.004889032816165369,-0.0033915303913386605,-0.0028605632278705015
2020-01-30,-0.008783320718629941,0.031135101058818754,0.028102089789772505,0.043608008370173125,0.036337270559036385,0.03673992038383823,0.004574246511788451,0.029550229232890517,0.029977093432090485,0.012397926713409207,0.01580176666987345,0.018219610803539253,0.007408281288928961,0.030648773092337954,0.015990573200033345,0.027400968135354375,0.02487105822800947,0.021129493426578813,0.041346632073692505,0.047848941039697376,0.013455312378823211,0.033767857441583685,0.03184349190196306,0.0037258197831347203,0.02487105822800947,0.014217588026542122,0.0033092915151188406,0.03158757817856748,0.01852108252496959,0.02333842245623107,0.026904538684391258,0.01457239944481376,0.03795106710346288,0.013684075867246093,0.006550288321514582
2020-01-31,-0.020565470775018843,-0.01081486113909839,0.00093023941761848,-0.011105366211696482,-0.009729041569731842,0.0057425720997015305,-0.006313614096729281,-0.0010089175291822,-0.00276632490161088,-0.017066902459605366,-0.01431842194119159,-0.019345480038095077,-0.01823494119510168,-0.0156535785193735,-0.012767501682494695,-0.011666064635323742,-0.012985728750640068,-0.010920360278769121,-0.0056196031252186,-0.01101910186427661,-0.00885058225895106,0.0024507859532754595,-0.0041013957079353205,-0.018789162510616377,-0.012985728750640068,-0.010625803519204953,-0.018963486158618384,-0.009873124563885002,-0.02267091217754999,-0.009955152352687948,-0.01969540454981397,-0.01204722963177391,-0.0030552989787694905,-0.025571618522857803,-0.0072952472916703644
2020-02-03,0.007626297274452276,0.01939495094634811,0.01854880541259487,0.01414065377674691,0.01220330124068959,0.00440991764037106,0.0015811659208218103,0.0058196319951053805,0.01520369035401151,0.004883133842333685,0.00420668375665726,-0.006401018231174141,-0.0003912127653965913,0.01472899544615352,0.0024177479279882666,0.00690169670614924,0.02022969065571429,0.011655787746743512,-0.12018987683126654,0.01662165074441786,-0.0002469602341251499,0.00664582504427144,0.008632071816459249,0.0027189866601210365,0.02022969065571429,0.002853615869045981,-0.01440247309214154,0.0059756739191419005,0.006436086739411831,-0.0012592521466198998,0.00378862789971089,0.0039412884930770005,-0.0004030523502221309,0.01040387566903489,-0.0009630365515701858
2020-02-04,-0.0018333237406696875,0.022183950396961347,0.02000089211929995,0.012068581473424999,0.020393330416092658,0.0026125021786142697,-0.0001107092991748204,0.002902610536426889,0.0028525298889950403,0.02138817105169937,0.00824891873489083,0.012741572971912826,0.01593198590272898,0.024195392698675787,0.0406001592767639,0.016915294262781662,0.011116256164517753,0.009109026077505512,0.01359295354757463,0.01970563138737647,0.01331251068483397,0.006997684431399779,0.00702363759735305,0.013112342356576098,0.011116256164517753,0.013237665516033571,-0.00478007570433335,0.00816496810173543,0.0015439319393525152,0.0006425662972552497,0.0113134736604633,0.019218967852126435,0.011105951617659399,0.025381984899035977,0.03438632026752045
2020-02-05,0.012957172544559041,0.025435151824877163,0.012910628415943384,0.01578801045939015,0.015804021763868747,0.016619479299771478,0.00831902565090583,0.025735653884912498,0.02075455600369932,0.00884006234413848,0.00962869232885006,0.028876505304049165,0.0212023007808309,0.02891209879078928,0.002802256957040703,0.011943721258159993,-0.004397019073270491,0.012859631450721162,0.017358279254188338,0.014566276438096468,0.01305519949421816,0.00965391974248159,0.022811399212771137,0.016911744023897432,-0.004397019073270491,0.008640839184515772,0.029247494797965082,0.01802287171422866,0.01523019163485816,0.025534377456741433,0.02117816746948624,0.026213613632018448,0.01009903699936812,0.02598735451791033,0.0017270517724892955
2020-02-06,-0.002010117010395697,-0.00192671601076779,0.024370749160044405,-0.016452578623466718,-0.01388914884676015,-0.017521679738070062,-0.00894689841699549,0.0038109061476533194,0.02400679213075719,0.004730353907536934,-0.0038647511211955094,-0.000697873097331137,-0.01209669374152716,-0.01581452777180039,-0.007224136871940163,0.015445055604290431,0.053979200540561004,-0.00518218856275434,-0.015062739295902192,-0.00760331092397831,-0.00717462611308049,-0.0010972864259983497,-0.01112115278230386,0.004779906618931119,0.053979200540561004,-0.00693303675488204,-0.009057561822329538,0.0034896478687239476,-0.007409737196987267,-0.01748730927360792,-0.02095825377121636,-0.017902319718575234,-0.00148497178996055,0.0008416755946696402,-0.006931561586175854
2020-02-07,-0.010362483435582596,-0.02300945133711186,-0.009056471191150682,-0.0038437176888864795,0.005087271460995269,-0.0101735468623539,-0.00453716486137491,-0.0038369307886213597,0.00382022833672521,-0.0110046273041218,0.0003729493549740102,-1.8431349948078938e-05,-0.0041195685510587235,-0.01162930521657383,-0.016105401455923166,-0.0029928416481828906,-0.014657028271723882,-0.0031942941205969806,0.026663492360036067,-0.00738809584206413,-0.00311549607070367,0.00029618454161139994,-0.00565567011993787,-0.005952421673416718,-0.014657028271723882,0.007600689814063819,-0.00790406813382848,0.0009447409589261402,-0.012654714660980115,-0.0114397986188124,-0.01166713502369832,-0.012886035832700676,-0.004257106042633649,-0.01986999777377351,-0.01531580608578253
2020-02-10,-0.008060043827394298,0.00537829387731721,0.008187993235425562,0.01614282492935044,0.0088190574766637,0.0072297601181649,0.00985004952715406,0.00581290497468461,0.00643845208159255,0.00485813562982348,0.004085447265205639,-0.0009340813179825127,-6.341285064461865e-05,0.00842136005659244,0.007459821951311337,-4.725758672836e-05,-0.0005177465204857096,-0.0002974025573707501,0.004657994679847908,0.01962613261729006,0.00858226249084916,0.0067665055970104,0.00939051845895039,0.014742202249937025,-0.0005177465204857096,0.00546987631220759,-0.0034474961135810595,0.0034015192416118395,-0.005173972645349869,-0.0018081391819264,0.00254442662559491,-0.0027760877365373957,0.01109684955687858,0.0035112179577167406,0.005327122768588825
2020-02-11,0.011886531104432975,0.01567411550673219,0.008006835382227417,0.01709356200841222,0.0508602834344455,0.0011788343597566998,0.01154382076252703,0.007755703871048039,0.0007274951346466802,0.01051724425644237,0.00441601100966913,0.014466369106532354,0.00889533391509803,0.01722697633941962,0.013457536248082989,0.006550648023010851,-0.0021588257827735097,0.012101011801873352,0.01263977796340654,0.01429328262309133,0.01088585314668411,0.00441298825474038,0.007208590588122179,0.015710522570595922,-0.0021588257827735097,0.04530114082431633,0.01012525864951832,0.0050698647058318,0.010793657616012958,0.0184572661834679,0.016651257018399722,0.014285686870776169,0.00433845372802672,0.01475282977434121,0.017887977615513563
2020-02-12,0.004155074494248228,0.011365492083273379,0.005626895809773968,0.0043587680709156005,0.00936863460893627,0.00351538980179868,0.00974249358451456,0.018322620363104,0.01001644919153909,-0.00834540622817648,0.00509379358464083,0.013512256202865065,0.006501037656843279,0.02299641647477776,0.013695716714292455,-0.011755027259197371,0.01722518694758553,-0.0029084089306261806,0.01676845643181188,-0.002897370246586259,0.009240420684275961,0.0031505794572110903,0.00953542481447988,0.013134372360092773,0.01722518694758553,0.01043057912173463,0.014801029405686209,0.011920532512260468,0.00042619338176438524,0.022217168096207742,0.01546175927176276,0.018745167621603196,0.0027417774493585403,0.016116961946722547,0.01344726955638978
2020-02-13,2.188949712523809e-05,0.00088438924647488,-0.006462974420993036,0.006613018619818509,0.0011131582367786901,0.012809264811256429,0.00834879765243788,0.00063338681398525,0.0009129263403598401,-0.008320265622328488,0.00422760547625913,0.0030281454948367288,-0.011289958208757986,0.00827787450021579,0.0047437978542792655,-0.010186225773868752,0.004504570207207399,0.0018700063422305998,0.010705015860900141,0.00730687399035373,0.00125476751287251,-0.00212029697379752,0.00142802797985655,0.003721807649621303,0.004504570207207399,0.0012795646219194402,0.00361946196892989,0.00266275277229218,-0.0061302548285566884,0.006920169440747989,0.003013037816645879,-0.012270967780848484,0.0036399823521632998,0.00679878389465147,-0.00078875745046922
2020-02-14,-0.005840952770868666,-0.0008762874829712098,0.003551691428153329,0.00071367914272537,0.0025306386300768895,-0.0022882618059777205,0.00768446345269649,0.0025476096268499606,-0.00255853040337615,0.015159643348355501,0.00356309231216346,0.0006773177794755265,-0.0257562317416718,-0.00931157844976152,0.001569192434349781,-0.0011623642722865908,-0.01915633468005746,-0.0028959663090603605,-0.00255986605145004,0.00613777411843132,0.0008452969382139008,0.00427930535215261,-0.00296950330111693,0.0037163514278159135,-0.01915633468005746,0.00823700656543142,0.00216595249796051,-0.00651052523204895,-0.008912877464326018,0.0034216899825626904,-0.0037118063132210197,-0.012537160905165004,0.00511107742954706,0.00260970456000165,0.008468692192944882
2020-02-18,0.001938530348346062,-0.00281384048559268,-0.008090457479830303,-0.013748624634762941,-0.001810961343641841,0.0072335945659922,-0.00011477572961322028,-0.0008082473420199209,0.00042675486963277974,-0.004323947472716824,-0.0013824020260282703,-0.006685969090522686,0.002120955819329988,-0.005774067299850499,-0.0068926559875942,-0.0013185867996480002,0.0104982414263292,-0.0021079914229346604,0.007373479909710519,-0.012765767078977601,-0.00598927139921144,0.00316662966259458,-0.0004843862433229606,-0.0011254199234423145,0.0104982414263292,0.00483655836732268,-0.0024472524865149312,0.0035428278148810586,0.001977309030704325,0.0037690827830666996,-0.0006678745093272606,-0.008021743331832107,0.005165782954449029,-0.01220606715141186,-0.00401381691670119
2020-02-19,-0.0020165147441266644,0.02212281198591016,0.004740205356686343,-0.0003937667546844198,0.0006721357603920201,-0.0032459818505072595,-0.01473034172618248,-0.013808522380009179,0.004011166444296549,-0.001049237683081964,0.004670613056878731,0.006371422722962658,0.0033960971826678572,0.008276426148605829,-0.0030943246680293158,-0.007613965124407062,0.00883322733714008,-0.00610777590284956,0.01268412360041048,0.00657050563533022,-0.02814688025225419,-0.00505564263385916,-0.004346935266329219,-0.00818515277553368,0.00883322733714008,-0.0224645436072739,-0.000385388953940339,-0.003210110275422789,-0.002343509600814007,0.01552181168748029,0.003021119149786011,-0.011284891125181641,-0.01977913541692668,0.008607595354080538,-0.01380220848245107
2020-02-20,0.003126065052174846,-0.004550292918236909,-0.006090765314456609,-0.007967858233963,-0.0095650611423407,0.00329110167553666,0.0016881843741629612,-0.00431804152300087,-0.00142009860867276,0.0076370984008502915,0.0008963705368189899,0.008656655654903297,0.006232606070284655,-0.0074860642451439,0.01751890214647687,0.005174500212705601,0.00363112133803209,0.005205028085102731,0.010594225424144739,-0.010609786785188379,-0.00036468733486538015,-0.0014837276151114197,0.003103045395124,0.0036424964026015015,0.00363112133803209,-0.005851368624649989,0.07417330031417901,0.00416165665619842,0.0063957902671101284,0.0033452090211165,0.00661646627247369,-0.0023162495355270826,-8.937776830800995e-05,-0.00026211175368527,0.01475098272111877
2020-02-21,-0.0010325343383037846,-0.016812871797282587,0.013953223083347534,-0.008355728003289448,-0.010662279701166438,-0.00863182695121345,0.01052648517946838,0.0029155880405316603,-0.003973474751173729,-0.003391438955598171,-0.007352138643525359,-0.011817970751787144,-0.003556717859155268,-0.00680935833418186,0.012018999400494538,-0.00556656533973049,-0.021275493282819462,-0.00607558046789718,-0.01033819142838836,-0.01392177278860257,0.03114806282146887,0.00146423809430198,-0.0005429049139877399,-0.00481235613714438,-0.021275493282819462,0.00300923917980465,0.0007308275467897104,-0.0039768884347719195,0.0005465746845039711,-0.012684979195928918,0.0008048202236231403,0.01867277837399653,-0.0023850711068561193,-0.02431696248625583,-0.0005644541340209148
2020-02-24,-0.022585510122284033,-0.035432534914820485,0.016784486012482686,-0.02806618043492713,-0.03089640422153831,-0.01248642359470895,-0.01373651952072203,-0.040673057538922905,-0.02850346382748585,-0.027204245905601544,-0.011567422466945889,-0.02599496004566438,-0.021688366160773603,-0.045601358779769605,-0.021511296403770596,-0.02510986447088162,-0.04908085878330689,-0.025389520058321312,-0.03232141472467517,-0.03420349862902294,-0.0154148685014887,-0.014009756001652659,-0.018475314319466567,-0.026533579044362494,-0.04908085878330689,-0.01828179231026518,-0.029022394931763798,-0.01741479349062998,-0.024703747105173327,-0.04235474853002803,-0.03361789582931541,-0.019813998486556215,-0.018966442200851228,-0.04930578873090296,-0.019642686717646646
2020-02-25,-0.03906980274004691,-0.02586390081821213,-0.009690660466148386,-0.02121867454001109,-0.02136534340889339,-0.02405940705795984,-0.0311979776406809,-0.03163790115602537,-0.029391458435440367,-0.030232334630451572,-0.02249243367657011,-0.026689908125104307,-0.033146822249421753,-0.039449943116225294,-0.03093635343312985,-0.03661876112375088,-0.027289419028498952,-0.045552251747718084,-0.03499897494444587,-0.022585724695684622,-0.027169684479015438,-0.03035617599962833,-0.030761824211798208,-0.02947278964246751,-0.027289419028498952,-0.022548840219542392,-0.02144408561124694,-0.0305432563309982,-0.04615712263131803,-0.03832239822725747,-0.04592239706080917,-0.046269368174848204,-0.02616070701024515,-0.0366785949513284,-0.032909943315430006
2020-02-26,-0.01730584607575903,0.00186282820952452,0.03189721991655998,-0.00695097886650809,-0.01051687095291431,-0.00785498861497665,-0.01004518949787298,-0.00413445156918317,-0.00461185912658231,-0.008596070531111165,-0.00460359741482372,-0.01590547895815113,-0.018014926294308453,-0.0035056890535391507,-0.0051047660462175595,-0.00455146257151282,-0.00876854852528338,-0.014714108795105462,-0.010668333081740599,-0.00045169466465512986,-0.00477269480944592,-0.01670889597672183,-0.01088822507563066,-0.013387426668066676,-0.00876854852528338,-0.008248551428407698,-0.01694284305078891,-0.01620071257921001,-0.01926026917968215,-0.02510297271553249,-0.02117113183492883,-0.01703904911482878,-0.0036697374348012195,-0.0077045806926381,-0.01145855221397845
