,ts2vec,takens_one_BC_2,takens_one_PL_2,transformer_embds_sum_23,transformer_embds3,transformer_embds2,takens_mult_PI_0_sigma=0.0005,takens_mult_PL_2,takens_one_BC_1,table_finance_features,takens_mult_PI_1_sigma=0.0005,signal2vec_embds,autoencoder_mlp,takens_mult_PL_1,tsfresh,takens_one_BC_0,pca,takens_one_PI_0_sigma=0.0005,autoencoder_conv,takens_mult_BC_0,takens_one_PI_2_sigma=0.0005,takens_one_PI_1_sigma=0.0005,takens_mult_PI_2_sigma=0.0005,umap,fastica,transformer_embds1,takens_mult_BC_2,takens_one_PL_1,autoencoder_lstm,transformer_embds_sum_all,tnse,takens_mult_BC_1,tsclust_KShape,sectors
2021-01-29,-0.022270729090074638,-0.018303421802005882,-0.014607055344983622,-0.020963831673535698,-0.017855754313354837,-0.013613003441199749,-0.02062284005605912,-0.01896515337184981,-0.0108991467993829,-0.023935149415051673,-0.00962386345926743,-0.014981460053486636,-0.017644088002957848,-0.02455924597490055,-0.021099532720922045,-0.0239699242368242,-0.02612205591564751,-0.01929320058103462,-0.025523569247199902,-0.01558837661072232,-0.023165101928191944,-0.021658703518963818,-0.0039054849830066902,-0.004571818969439998,-0.02612205591564751,-0.01762043925397217,-0.02085292743677633,-0.02458897870264979,-0.030727872594344927,-0.01583095880862776,-0.015551413376229301,-0.01701816201268866,-0.021963212670672142,-0.012437690159463607
2021-02-02,0.00648223701993629,0.01677753317051701,0.02363764525515849,0.006770635020251809,0.013460188801452222,0.01638175014316069,-0.006521948747284319,0.015412496282139101,0.017341040988174197,0.016110835453654507,0.013976890131875652,0.0008709525286923448,0.01968758957820751,0.021060210898814758,0.010506306574799316,0.00974717479077162,0.016888644474493213,0.0039560882469783995,0.01671780150161694,0.01852841922852165,0.01710640640776434,0.01595307533400098,0.00974119135081972,-0.003248167634934669,0.016888644474493213,0.019389623605562567,0.02923768312203208,0.022324919021097487,0.015127261980716292,0.011515179127010269,0.01022867107358755,0.016229505874946037,0.01643716429504187,0.008143673658074299
2021-02-03,0.01381436589553194,-0.0044068000465617195,-0.00634597959672307,0.031006113645714924,0.013345250975823068,-0.004748094962670539,0.0010643700918125405,-0.0029414636884694894,0.0018143379614026299,0.009645894313585805,0.010024218219959039,0.007370948154201701,0.01654445521442988,0.015762207699375405,0.02022202825476658,0.02196058105096773,0.013080426511585225,0.0041567562042894805,0.018523671171940655,-0.00408437124573039,0.013609288229263801,0.00816922993049942,-0.01264851935713795,0.012809678058114612,0.013080426511585225,-0.0033929738974375298,0.0010145307142365397,0.0008248496527096798,0.024495585212739583,-0.00165892720220737,0.019164128163729068,-0.0022326846093497,-0.00610082929638299,0.011470943697044319
2021-02-04,0.00884689873182261,0.0028180600892319906,-0.0003851845605859591,0.00622504608096942,0.01693309860718971,0.010137689047229,0.0002579067650875732,-0.0038571913516653898,0.00994096603939727,0.011527343884064893,0.010329512556349148,0.011007084419258687,0.020325967995227262,0.012524973673908792,0.008760718261338046,0.010618221840766181,0.011289346175793472,0.0120566166264576,0.011455962389829917,0.015682534257438117,0.011892513392480588,0.01197182518117612,0.00896041850123479,0.0035277900743721714,0.011289346175793472,0.01474856890711817,0.012256704834761701,0.02123976077314775,0.018797393860642712,0.01608995171904552,0.00805426072166135,0.029742101030317,0.02660245070671207,0.009529086455840084
2021-02-05,0.014022958449551103,-0.005340533363754981,0.0028461831727211997,0.0042556231417926445,-0.0019215487273585988,-0.0040176978965408595,0.0021388903659969654,0.011883619325909789,0.00958085571971216,0.002653113240568064,-0.0012345210961828498,-0.002358752737538004,0.0069474188365348894,0.007048489263357623,-0.002536578382654067,0.0006068592586479064,0.008902580433802314,0.00153572199183769,0.0036088720436397888,0.0009864808781039,0.0036636721858735264,0.006428363327541681,0.017122389512465207,0.00381535352994017,0.008902580433802314,-0.00529077890611927,0.04831304909512181,0.004123040746039289,0.004453784133151865,-0.01124917805514666,-0.00352208495709488,-0.0015534746028506405,0.003845190225106469,0.0004506235607348531
2021-02-08,0.04601377069655784,0.0052395770319438,0.0007601138521423003,0.027724062465943094,0.019552472819117265,0.008680442087686431,-0.0011690511189188621,0.0022132402792438607,0.01488013527744474,0.020654794392783365,-5.0745438302080004e-05,0.011267217856023626,0.01451769386288741,0.03692893790037407,0.027274313670111232,0.021312074470933383,0.011169822317903576,0.00655190345445688,0.028942693421808875,0.00447217409171778,-0.0027631721912131503,0.0089386708950878,0.00562152810865265,0.0237270982625404,0.011169822317903576,0.00766997419374841,0.00923586235970659,0.01800200879884067,0.026049096210088135,0.00869665012944179,0.023311637505391967,0.0047453132344909,0.011953647601146769,0.0248935408639862
2021-02-09,-0.0065988097949483465,0.00499123594476572,0.00240216408900534,-0.008539019866636861,-0.0020331222125631455,-0.00682648256993671,-0.0008584380799883436,0.0060969588308592395,0.00958653189317933,0.004226691413329684,0.009598345615722469,-0.0006331104296514729,0.00025737644653750025,-0.008993565713406391,0.004592156410433102,-0.01514591637671019,0.001258837195683202,-0.0020064297702171397,-0.006193101709322349,-0.00282903183966343,-0.00518096439764331,0.008437439273566119,0.00906632957067838,0.011623236763021539,0.001258837195683202,-0.0027183590755161004,-0.005920609191515359,0.00364590111586178,0.030821091328213836,0.00184620309610946,-0.004638055380555721,-0.0005779182533343103,0.0053505754355848995,0.01010926066119483
2021-02-10,0.007315545447451232,-0.005396080640380869,0.0006921422972871702,0.006905960604576682,0.006261989418527425,-0.0051239322569521396,0.0022758345538142007,0.00422105779193269,-0.00786899284543891,0.0005737766427365293,-0.006377388906612081,0.0007015857462842213,0.004961697817083659,0.002488007621116141,-6.641771195205507e-05,0.01265333899806564,-0.010472410236738693,-0.00018246014071943,-0.003230642600703803,0.00032014979992573984,-0.00404936029057536,-0.00240084998639362,-0.00894012601617167,0.0039952744471804975,-0.010472410236738693,-0.00541558358292302,0.0014536131149199688,-0.0038053087489371496,-0.006527945873693396,-0.0024953769670802,0.00608931169846889,0.006572210709464511,0.006628295515133689,-0.006164388305896151
2021-02-11,-0.012300900494306561,-0.015269768788926628,-0.01735952698087625,-0.014247616531761565,-0.01485914426586431,-0.0061074916570182484,-0.02236830107281571,-0.00412381235203538,-0.0033878374937487904,-0.0123735087644112,-0.00540635742726455,-0.004506111256196283,-0.0094275818844303,-0.024220718135211986,-0.00548772622989234,-0.03280984824560447,0.0023136492972651856,-0.012097770372693148,-0.02331297884760853,-0.01615033211026519,-0.00660074979684398,0.004308572413082979,0.0035960422333394296,-0.01576301332240801,0.0023136492972651856,-0.025669393502334457,-0.01597477307879636,-0.02666036989278983,-0.019740553353480895,-0.016188064104139768,-0.0012417321986263902,-0.0145533929461366,0.0037416955376576803,-0.008964514883296113
2021-02-12,0.013092965114490486,0.002891697454143251,-0.00553472847485461,0.017887527318568366,0.0020889694078613215,-0.00164923380079206,0.0016237854305432295,-0.003737485347632339,0.00175972291456193,0.010273708250642508,-0.0026765749190505402,0.00043316045243694135,-0.0022268979358495,0.0067406728949960994,0.005739379092248086,0.01567931644944599,-0.0007730492511124765,-0.00044888459615326,0.01272252945623515,-0.00365100363447412,-0.00373746130450447,0.011435222646406468,-0.00397480629975861,0.0005742067736726089,-0.0007730492511124765,-0.00151736978277061,0.0075696301043167505,-0.00236234025231783,0.0053354602336419255,0.00123914681494506,0.00829879212242595,-0.0016437279006221502,-0.0014521954595493299,0.006283351242181942
2021-02-16,0.022605277226816364,0.008299029329720289,0.005477961912430629,0.016166189774602907,0.010334757443339615,0.0018790577914793894,-0.0039101873273534185,0.0076615623453268195,0.0086980202925799,0.01284455495910906,-0.00167929254500676,-0.0011676194252222918,-0.01099335717518991,0.018903404026771573,0.012701762811653805,0.01129472884354207,0.02443789461163198,-0.01039673776270474,0.02658259862273485,0.006438757988363129,0.00163914171624802,0.0035375548781988904,-0.00500746910117296,0.009427394542965354,0.02443789461163198,0.009749468966603359,0.01608571764191178,0.02237708172762935,0.011762587359155655,0.001477214904833519,0.009366934420150911,0.00436991535022813,0.006347938892503189,0.016172686468805646
2021-02-17,-0.002038550631827985,0.00721631729459584,0.006574115752161856,-0.0014668521288097006,0.005613438511341018,0.0036659038714532597,0.01658961488692612,0.0031933913806158577,0.01549367344372028,0.000856627075829545,0.00981694693592301,0.0032927519954656145,0.00563901443706801,0.014516195834281834,0.007330914956392898,0.006519024979132461,0.01419994585389312,-0.015224377529101893,0.009550574193168923,-0.0032467553066791908,-0.0029377163174289095,-0.0030425323032122796,0.00393320104068555,0.004200151491235097,0.01419994585389312,0.00797985188979143,0.01478290806732453,0.00439705276738391,0.007892231121184905,0.0029286657960677204,-0.0017228416232356002,0.0080818591293874,0.0047788040932366695,0.006094844845745738
2021-02-18,-0.0193228898323515,0.00025179099046372016,0.00863557061658101,-0.015195150269043384,0.0031104402257364373,0.0168154146809258,-0.0017909489266106538,0.0027946941283727295,0.0059088001823668895,0.0035809238760488487,3.373243603183994e-05,-0.0035452557692990665,7.93674391452899e-05,-0.008432898118125233,-0.008944044254565048,0.006798622017923491,0.0014261308096363149,0.00644493575244752,-0.02184213504754988,0.010860913356083518,0.00282312186049326,0.00464854446361359,0.00662231084445852,-0.008803514765941071,0.0014261308096363149,0.01858227310929003,-0.0026168313096881796,0.00750790146959138,-0.0006325790076527268,0.00809302507948994,-0.0038168300597742886,0.00518283456221004,0.004442123294867499,-0.012575857459619769
2021-02-19,0.016503299261813615,0.006868318372229769,0.001935140243587801,0.020413640036470077,0.0030803722885705412,-0.007114271574977651,-0.012371852162725844,0.007500464035809919,0.0013892030211538,0.006714732699372647,-0.0011449647497838802,-0.0058616591188041575,0.017214170760067423,0.0007199067259495975,0.0007852079553956216,0.01490801481683785,0.015095796371165485,-0.016455685574966628,0.010653736886243971,-0.00705957945740113,0.009325102830932259,0.0049648751084813494,0.0006563101505716804,0.003406678755346936,0.015095796371165485,-0.00534985530121928,0.00921392745163727,0.0023970491943189195,0.007729885483207516,-0.005334324313830491,0.01557798705857408,0.00267936343222183,0.01237126517066455,0.013155494943825848
2021-02-22,0.021525628089263043,0.0066792646042820696,0.00165510724146201,0.008977763769081595,0.001418165820387634,-0.01828842140584685,0.008530787559440867,-0.00683813481566904,-0.013319020150547138,0.0083449693844347,-0.00018131531931763964,-0.00028398843597587237,0.0058493803765401085,0.0031713757914360857,0.008464453304658169,0.004776300533492629,0.028439608533484366,0.008151090443366128,0.011664206815606282,-0.00646664673707964,0.01182377446699412,0.008250987175731358,-0.00462480091491687,0.009982749004717526,0.028439608533484366,-0.01509445224875571,-4.286009209529887e-06,-0.002199841071558171,0.010722698136349155,-0.007480569183296199,0.00580491772027885,-0.01231828987552099,0.01581193283028936,0.019009472382452274
2021-02-23,0.03293843461447862,0.00231859909296127,0.00801164250997409,0.017538545689240834,0.003377842882348944,-0.00408251076184888,0.008784086537113087,0.0014852217584651198,0.009159984308066629,0.011416055169893862,0.007405879216977648,0.009840873989114969,0.02109358627532016,-0.006732562696530795,0.003679950238182051,0.009698125032283218,0.005382121228384547,0.0032154262467596,7.836168986969955e-05,0.008633830099094759,0.01232683048616891,0.006265123362318629,0.020016940266564427,0.01798983149938239,0.005382121228384547,-0.0031221287810787503,0.025686853775973222,-0.00360238268403973,0.002097476322094192,0.0022747276143088905,0.016586746323121408,-0.0041257017874097,0.015408204628492338,0.01621704026583931
2021-02-24,0.02354018833650054,0.013336554984621569,0.007080862175306579,0.017275986615624243,0.015914912503635383,0.0029641364596833903,-0.0025911629128924038,0.006282205948116699,-0.0022317875877977587,0.020201278686672375,0.00297497168790958,0.007145562811923557,-0.003396920012570079,0.02184769406471234,0.018951907085340326,0.00507830948121476,0.014494076271415676,-0.01241518891938882,0.029967182764597727,-0.0024780141958539296,0.00688206834125135,0.023231600288074517,0.00390918107417987,0.03139398813709802,0.014494076271415676,0.00395124027945663,-0.0031625119129153395,0.00935973552448266,0.015093446726979405,0.004282588428724099,0.0168691856767974,0.01370468616920771,0.023955027808023957,0.02055707975489847
2021-02-25,-0.024700197132427888,-0.02315366638937087,-0.01834178898081645,-0.024739627153176413,-0.012489168588543272,-0.01059999503854274,-0.008936367619104164,-0.02524375821303896,0.0029982090293661804,-0.01454068947265119,-0.00553873082924006,-0.009033921240628425,-0.02402384040921657,-0.02903088264413503,-0.015778764997218978,-0.01889304206120901,-0.027264408433837477,-0.01333268949026302,-0.028079154431414396,-0.01493407517711788,-0.024780553260114295,-0.012273876934225719,0.004450130864830371,-0.006384983142634365,-0.027264408433837477,-0.013296045093242899,-0.023246091720696322,-0.020008936829012298,-0.02711652210109125,-0.01560283280909622,-0.013225850357172489,-0.014523063553939031,-0.0207721573907173,-0.014564279368633738
2021-02-26,-0.011010446683673417,-0.00731642811432048,-0.002911870890023,-0.014191858523422005,-0.008556002187067159,0.0034422636034279583,-0.024779418387665588,0.0031637874637152497,-0.02224687554792939,-0.013516142881299133,-0.012197202560375169,-0.013346872864445842,0.006827492584724597,-0.005831893366424708,-0.011009615429970386,-0.01607600572079462,0.0012355638913717944,-0.01191151203817553,-0.015577835892561181,-0.0053428657782406,-0.012904553217762469,-0.01712051916069623,-0.0196590772385101,-0.012852125633485909,0.0012355638913717944,-0.00042945959639693014,0.0013915440836773398,-0.006889181818733809,-0.003822962469175599,-0.0127191707033628,-0.01587555337280166,-0.00412115370440178,-0.006462393185660939,-0.020230100840394536
2021-03-02,-0.0055693040229831264,0.007100589512493085,0.0002591119028883871,-0.009302456410023098,0.0020274018135360734,-0.0014457434697575707,0.005156539315591695,-0.012819808219149343,-0.006135059733149771,0.0054781652842604,-0.0034574668971445194,-0.0019438666078969032,0.005207986516935276,-0.0010275217588714492,-0.0005471640583570291,0.0010514143940509699,-0.00024232107043490984,-0.00965202128252941,0.004871685605910571,0.00171458985230427,0.0008741742962647,0.00231291259368755,-0.0014035259489112405,0.0029318093190221963,-0.00024232107043490984,-0.0004548878238990103,0.0047830425314478505,-0.0038313302366655097,-0.006135346036570059,0.0032427339603450893,-0.00199125392663019,0.00031718521112708955,0.00308648807524997,-0.003331668577638641
2021-03-03,0.001284339822054891,0.00584573138987982,-0.0027029388553851705,0.012942250790257518,0.009978926873903145,-0.0019098882625646805,0.00841203534727566,-0.012930782273176622,-0.01096082829080156,0.00726563215841769,-0.0010935237520396917,-0.0020270051525041986,-0.00854999902673311,0.0016338859292466075,0.005894655460728751,0.016601640893050218,0.0031762848536847055,0.0002779162550866198,0.01097264661908083,-0.015011241621913161,0.008536219422622901,-0.0031495696985871296,-0.00819176962694464,-0.0037433637886429083,0.0031762848536847055,-0.0012725835371552804,-0.0017664723678988197,-0.0026182498419952595,0.020336008415079498,-0.0016235902987345196,0.01574244323025396,-0.007048878374099621,0.0015706491141014901,0.024188505947302312
