,ts2vec,takens_one_BC_2,takens_one_PL_2,transformer_embds_sum_23,transformer_embds3,transformer_embds2,takens_mult_PI_0_sigma=0.0005,takens_mult_PL_2,takens_one_BC_1,table_finance_features,takens_mult_PI_1_sigma=0.0005,signal2vec_embds,autoencoder_mlp,takens_mult_PL_1,tsfresh,takens_one_BC_0,pca,takens_one_PI_0_sigma=0.0005,autoencoder_conv,takens_mult_BC_0,takens_one_PI_2_sigma=0.0005,takens_one_PI_1_sigma=0.0005,takens_mult_PI_2_sigma=0.0005,umap,fastica,transformer_embds1,takens_mult_BC_2,takens_one_PL_1,autoencoder_lstm,transformer_embds_sum_all,tnse,takens_mult_BC_1,tsclust_KShape,sectors
2021-01-04,-0.007323663077504717,-0.0056581087690221014,-0.011024470238806842,-0.012722668810284301,-0.009996649738073349,-0.01511006396343454,0.006991131706319499,-0.0133356727910767,-0.02549209451892522,-0.006051683795726761,-0.02277381891374803,-0.0030691103022605437,-0.021716100271083928,-0.0007671424519860841,-0.013943894826424257,-0.00938083815993004,-0.030877884438734175,-0.00722371742418226,-0.00369956052664028,-0.01667212544988952,-0.029758687726634016,-0.00898697932246427,-0.027990615109831092,-0.02729076270578623,-0.030877884438734175,-0.01092376497191439,-0.028563034092377586,-0.00722533771658109,-0.007489410731314001,-0.012464579920549619,-0.01591222874469853,-0.019321355514675908,-0.031359030943194706,-0.022147057459549625
2021-01-05,0.029394528682450502,0.008439071634655803,-0.00322597929735605,0.04197499443832239,0.02183934903431095,-0.0005018634106343099,0.00864967949222055,-0.00237554948970056,-0.0032415138448255096,0.02366188468276824,-0.00020443656727236006,0.016216381046069234,0.00563939432632476,0.024571153919622467,0.029699124296527057,0.021577078801600227,0.016015128304719305,0.01186933414919187,0.026014264580656116,0.0011376611119206003,0.00010864852098664004,0.01307702751325775,-0.00644306623541253,0.01307773325265418,0.016015128304719305,-0.0009741858645728101,0.00934902463158138,-0.00353586216234795,0.04156832481218706,-0.00129943443875226,0.021888860548713758,0.0023291652395121,0.00330814791761156,0.02186659907140763
2021-01-06,0.005555728922623764,0.04362084112509164,0.023610016029821462,0.02755087216423693,0.02404062272398986,0.01525211475679739,0.01970048985682539,0.01230752837848398,0.00693442182493996,0.022881859202419762,0.01747499060755292,0.03216216196650746,0.02958047461274344,0.018342426176444097,0.023959011716057382,0.038724357982254015,0.04084747711880759,0.00936884012530168,0.030577935135365514,0.00279236469190457,0.018904254798757125,0.040155983501305795,0.01753309538927876,0.006797834806453428,0.04084747711880759,0.0277571751399352,0.01677896520381628,0.0321694522042686,0.040745063234929546,0.016269155182383997,0.045300066580982234,0.01694095352831546,0.028266535025370777,0.021625945237847256
2021-01-07,0.018054993375168707,0.010206857541780402,0.011880985293227652,0.026905514804025248,0.014041017525750628,0.008819880775182759,-0.0038973558087089595,0.02415512206989445,0.005034330632236029,0.01091487042018299,0.00998404065149534,0.022293221715137923,0.005495304191192291,0.011923867960340227,0.015302245362962654,0.009008417627124319,-0.004883511928633198,0.00310607171112402,0.02036579952440642,0.00721699694953434,-0.013817917383331532,-0.0030600848452776897,-0.0010371439593259593,0.0056642890102930055,-0.004883511928633198,0.01073400789704338,0.0016091215744739196,0.009216503968091469,0.021130331888297178,0.006569154827260179,0.01431655635331032,0.01190959166062803,0.00122803487811639,0.010924453558754849
2021-01-08,0.0019014496948537895,0.003393942236617641,0.00014805302954363012,0.0061742545023467,-0.0007270988376233763,0.00881785413792363,-0.0070504802679242215,0.00444618113209424,0.017102130677316797,0.002366047276360996,0.005952314514759409,0.004853431261705073,0.0041717994628486695,-0.002275947909991806,-0.00201958103117403,-0.003414595949631549,-0.0022107096074797565,0.008420516524339191,0.0014608808965367735,0.011755557508794342,0.01239988240970418,0.00522037078186069,0.012414017368075939,0.009052016088627395,-0.0022107096074797565,0.00774649758917822,-0.00190806751939855,0.00901414844487305,0.0013231222163169786,0.00779673790624358,-0.0025172100378389904,0.0053110564242951405,0.01324127873052499,0.010991646119964588
2021-01-11,0.0337766059713689,0.012211611218828761,0.034053637288144055,0.01650445105955814,0.012186783882366044,0.034650963856768455,-0.0029051455651967297,0.033911790078085445,0.03198320829124944,0.013928258698090562,0.0025868607348759603,0.005511646278055694,0.002519144802974791,0.02040764374831892,0.032568049822577015,0.00918981935155419,0.045221976920633206,0.031072784435327627,0.038120930369056165,0.03387088403160309,-0.008292642993610102,0.0036042279204106693,-0.010852069277894009,0.009976816213928145,0.045221976920633206,0.01467408055608738,0.00747000401883177,0.01428884344505649,0.005459770057784311,0.00788279225107662,0.0035293312251745597,0.03373799747983332,-0.011117916899670819,0.024688537785666785
2021-01-12,0.028080185374958398,0.015607941554239162,-0.010306444805559051,0.03725058718904393,0.023745278962727174,-0.005595753605959211,0.00676266193492215,-0.01579611476584349,-0.00758303131876747,0.022935256204964293,0.009561652884177759,0.014048775653467484,-0.00999943574009632,0.03044814338212381,0.012939872941411568,0.025108942420436167,-0.00033724365595301053,-0.01329254992327023,0.018963587624823558,-0.0051631876968084005,-0.0027974781184407806,0.00982854611874196,-0.0034242492251005097,0.008725254601397654,-0.00033724365595301053,0.005724163663847869,0.006106891261429938,0.01146747013706036,0.031731839329983996,0.0003085629402361694,0.01467448880816691,-0.00855360954918141,0.0024509404480950996,0.019487416797512733
2021-01-13,-0.005777161321252998,-0.006473962818505712,0.003457315754823132,-0.013204503663620939,-0.011911697655526387,0.00098019862347881,0.004480337109943829,-0.0005441041912687115,0.01181841869663962,-0.010954037356506355,0.0009250114471076702,-0.006602949883288731,-0.0037677225049885794,0.00010462336422357738,0.00041272735126533615,-0.022731156031903108,-0.005249832652901544,0.01254149736272875,0.001058436770026711,0.00647234020578534,0.006781331326712619,-0.013492281933311449,0.0031886347082622593,0.0067595203292400395,-0.005249832652901544,-0.01174186175176026,-0.0007450245530465395,-0.00940480510952133,-0.01837683132916866,-0.005343642579017129,-0.016535109736241692,0.0037709675109587996,-0.00208210095987116,0.0028519428163040848
2021-01-14,0.029882539060114628,-0.005823345095841091,-0.0062346351642437615,0.01747781596069107,0.00019246418266771629,-0.007809926550766689,0.014741065960333269,-0.00329755580032601,-0.0012530951434439699,0.012758607969296627,-0.0140002736328225,0.003553304351162349,-0.004644177295316611,0.01824530474985487,0.013245548392576105,-0.000868277803804769,0.011902226947425161,0.0008461308368098597,0.010741046697911502,-0.006960492644855569,0.00484863654230317,-0.0015955363392353298,-0.01418618840176995,0.019131456083183968,0.011902226947425161,-0.011457051357330179,0.0005736642455722802,-0.0011678311282298688,0.00830071758838908,-0.013739481368993518,0.00735352516469244,-0.0032575698925121303,0.0023935797089545867,0.0022146350485208514
2021-01-15,-0.005495153232727501,0.004640805997753451,0.007376019781164811,-0.02413287948526847,-0.02163666663840353,0.003894190678373099,-0.005882473136067,0.006145829042626799,0.01252813490010906,-0.012234790587316701,-0.00223625126929667,-0.02123826061280475,-0.0010197693070592303,-0.015831509059393498,-0.016264237455195868,-0.02487888008402153,-0.0025704967882708186,0.005086919977779299,-0.013083048011564475,0.001867182241170529,0.0026901661164297802,-0.0131491854275461,0.01215360842445898,-0.00826929137214383,-0.0025704967882708186,-0.0004483091998714101,-0.00346186024024541,-0.0007408573042376899,-0.034646748503363266,0.0015936075548920003,-0.01163786080845918,0.006137321891948179,-0.005924327361904539,-0.0067594134059930176
2021-01-19,0.020582414232997632,-0.0013645358212103897,0.011582793400836323,0.01614093614800663,0.009458114227028235,0.012081366996367672,-0.0029847148895788696,0.01745193031199192,0.007637950766497961,0.01626651817714121,0.0015080917825124798,0.012432597438013619,0.007404465365946579,0.007765654972985139,0.02213251207159386,0.00011930430505674959,0.01067085433491532,0.010845112934183929,0.015419230434781698,0.01126212434579305,-0.010286891641369662,0.006538793052965859,-0.0005991959192765601,0.0027838501866274106,0.01067085433491532,0.0026111808480671797,0.00605796193615786,-0.008765854959535038,0.008638982950030419,0.0056099873585985695,0.010051490033492257,0.01194573534098383,0.011476845148236221,0.009516321790245096
2021-01-20,0.006202931851879363,-0.005074498508578771,0.005224604113599391,-0.00550565075117757,0.002405753323119298,0.00635805459608101,-0.00684832990861231,0.01638028719828939,0.01333984617425542,0.0034034585217583803,0.00836031881480194,-0.000806309375803466,0.00880001564802105,0.006611389968838964,-0.0007549952707554147,0.00984196082835877,0.007459972252485743,0.00037970372207602994,-0.0015490132974499784,0.00650678066767155,0.011782535161197333,0.0030811380802907,0.01196931985463263,0.015126316357105412,0.007459972252485743,0.00329669100485193,0.01391538982809501,0.00554692756970745,0.00056848842754504,0.00466206938427432,0.0010982742512203301,0.00703456148188713,0.00535376705255408,0.003581274893515225
2021-01-21,-0.010909833741757056,0.0010997192219820697,0.006419569252529371,-0.02394074573755757,-0.013028257355231538,0.00211251225957924,-0.00579790708434578,0.0029542261102376397,0.00010879411392304,-0.01383593585646726,-0.00272037666582715,-0.019671926476600772,0.007655945925345189,-0.013256709303179275,-0.026512351352930345,-0.0033140754129229602,0.006348741561800497,-0.00868445061378767,-0.012337405413650145,0.00219191250517188,-0.0034401804368010104,-0.00883892254953618,-0.0035118833955483397,-0.011740949929373955,0.006348741561800497,0.0029493411404840804,-0.00387922621435457,0.010114386749164449,-0.021710448598835887,9.042495914272019e-05,-0.01237456238557107,0.0020472032603905503,-0.0113918572695027,-0.01649003187629438
2021-01-22,0.0009301305516511162,-0.009470259837367241,-0.0063597511625419195,-0.00588759714695563,-0.008242998902061295,-0.0009099909849198994,0.0037414780266144102,0.0013300715041558503,0.01025844980920114,-0.004022808395628954,-0.0004891766974821302,-0.006035966695226011,-0.006525469231255359,-0.0021205962581141167,-0.0018677126222320251,-0.018391418901903357,0.0021342979600788205,0.01202692913086945,-0.0025136678251613167,-0.007005773157726028,-0.004006949960884641,-0.006113295987951109,9.903631158374973e-05,3.32349800127522e-05,0.0021342979600788205,-0.01011347524177129,-0.01177073164073512,-0.0118059757847752,-0.01063807690337997,-0.00705084672672886,-0.005185276789844959,0.0006514658361704397,-0.0051061016135540895,0.0017293093748327014
2021-01-25,-0.006662847885340996,-0.0038869840466249396,0.002036062799429441,-0.01056465466900452,-0.0018989536421961206,0.0033888075991344658,0.02244812519652925,0.00964387129638478,0.010792641499964669,-0.008617677033571164,-0.006305560770122939,0.0011655842451250202,-0.00761546201879106,-0.0021301373677910006,0.0026956578715697293,-0.02002131061176186,0.0060659678830912245,0.02115579324405758,0.0039752775963094985,0.007584613352609139,0.004883728492395961,-0.00499400660456237,0.0061019805937164,0.02390774439867864,0.0060659678830912245,-0.01024979252000754,0.0003045706104097797,-0.01360465253439711,-0.014384396783102639,-0.003998255648036041,-0.01546187342686362,0.0005369530547540204,-0.0072879737450747585,0.006723722630355106
2021-01-26,-0.014366750120137097,-0.014536405630425391,-0.004648895973145391,-0.01128398238655311,-0.008038380965497395,0.00035958863890263966,0.02204614817529934,-0.00739252581082015,-0.0015720183985937005,-0.014346952698601296,-0.00396464168552697,-0.012855115259900771,-0.015441252110331299,-0.012348358796216565,-0.012687478039217763,0.005027985761111339,2.9782936822023067e-05,0.013340202353430631,-0.015202798446071185,0.00629129174153336,-0.0010786728712487501,-0.01241214831469183,-0.0030899415059510403,0.009891587543667901,2.9782936822023067e-05,0.00031663964317235957,-0.00429930822134865,0.0028138927173828017,-0.015480014933945428,0.00473701628797755,-0.013194511860355938,-0.0031006247485807,-0.00638025529255645,-0.00982550291711343
2021-01-27,-0.012137621805575675,-0.03353078904336323,-0.034174336021382555,-0.01751447354107459,-0.040394902771245425,-0.03457060418907903,0.00980809233706249,-0.0399020832373605,-0.01256701459533975,-0.025236803248485793,-0.037892120420576436,-0.03285824028470218,-0.03673571165451493,-0.021488249097358417,-0.02006697397421436,-0.032461638603849395,-0.029464641317875767,-0.004833702491769321,-0.030003479805386854,-0.03337429554277886,-0.035814848248984794,-0.04370818001711808,-0.02812218922897852,0.017826230383101983,-0.029464641317875767,-0.04354941160962694,-0.03581114929214173,-0.04246880775372646,-0.02913608677306387,-0.03583037220067993,-0.03082940312659092,-0.03205274464574549,-0.03279195859968507,-0.022242164762791877
2021-01-28,0.010533464800630075,0.018051854393190906,0.012943788686586442,0.00785961764341845,0.0155858362723787,0.01037342647213816,-0.035219805307614045,0.053905581056350495,-0.006884344444513569,0.012759878756075678,0.00404823616870014,0.010127401412051033,0.031524970899590825,0.009184588266087432,0.011382187901824275,0.0064822949376067505,0.01642215616193574,-0.020314838955509427,0.012528089402096997,0.01007069040031002,0.031916992112788097,0.00721858671502856,9.957938194370928e-05,-0.029500945703182804,0.01642215616193574,0.01140096440762778,0.00708824428741107,0.0100171720463565,0.014951903823687778,0.01305858204149343,0.02037062674516492,0.01219726891289694,0.02757310991110916,0.007219329920060202
