,AVG_returns,Risk,Beta,Alpha,Sharpe,VaR,Drawdown,Recovery,clust_model,emb_model
port,0.0017094442224198875,0.02284753174480725,0.6054227691900044,0.001502973001488805,0.06968544901780463,-0.03769842737893196,-36.81010376834672,76.0,KMeans,takens_mult_PL_1
port,0.001681581412544905,0.022670258479798353,0.5872911233919996,0.0014777806456133151,0.06900131730321453,-0.03740592649166728,-29.52515753068765,119.0,Agg,takens_mult_PL_1
port,0.0013132866905863465,0.0202703007720275,0.6518244130615964,0.0010999813710389347,0.0590017380700302,-0.03344599627384537,-41.58648208149253,89.0,KMeans,tsfresh
port,0.0009821091683522316,0.020152611468359307,0.6467555294227472,0.0007695504010338413,0.04291282327729952,-0.03325180892279286,-39.54236411748345,122.0,Agg,tsfresh
port,0.0006406302667456357,0.017634373557856256,0.7720327649411355,0.00040962049402142335,0.029676503743907616,-0.029096716370462822,-36.162659325838845,178.0,KMeans,takens_one_BC_0
port,0.0006600245941521917,0.018027021617342542,0.7519439733750031,0.00043197352657699847,0.030105964914116965,-0.029744585668615195,-36.209644919693496,122.0,Agg,takens_one_BC_0
port,0.0021112640397641345,0.02190695188220223,0.5970690488347093,0.001906023166380206,0.09101952369510749,-0.036146470605633675,-31.89212971267622,79.0,KMeans,pca
port,0.00042288700793488045,0.018401465170280067,0.6660742459557697,0.000207482953188895,0.01660646536961494,-0.030362417530962107,-36.71812378959203,275.0,Agg,pca
port,0.0006679591046728255,0.018231945168229086,0.7635377057311818,0.00043820049607876853,0.030202777913019743,-0.03008270952757799,-42.36248381824031,166.0,KMeans,takens_one_PI_0_sigma=0.0005
port,0.0004495463083443678,0.01787008002601291,0.7466724956767586,0.00022227163133290714,0.01859211564952612,-0.0294856320429213,-40.02708754012039,178.0,Agg,takens_one_PI_0_sigma=0.0005
port,0.0010688283741673173,0.02087304722607865,0.600803042034348,0.0008630375530740005,0.04558628407375227,-0.03444052792302977,-36.80919579504063,122.0,KMeans,autoencoder_conv
port,0.0016093101670362115,0.02387319480550199,0.5267589451633619,0.0014144246634651293,0.06249714231200861,-0.03939077142907828,-42.87389702986978,186.0,Agg,autoencoder_conv
port,0.0018201376746439888,0.0199694860997721,0.664693691015733,0.0016049369499488003,0.08527179679546051,-0.03294965206462396,-28.935546157337477,50.0,KMeans,takens_mult_BC_0
port,0.0015956981217206715,0.021319023243374584,0.6318310876998575,0.0013853374469269802,0.06934625432924889,-0.03517638835156806,-29.019923917839396,98.0,Agg,takens_mult_BC_0
port,0.0010742884195040772,0.01692032047473492,0.7596317404645387,0.0008451050869045101,0.05655830852013579,-0.027918528783312618,-36.27817361829136,71.0,KMeans,takens_one_PI_2_sigma=0.0005
port,0.000919857576954631,0.01665142214238762,0.8326409049627312,0.0006799213531114432,0.04819731649690223,-0.027474846534939572,-28.55934509534781,96.0,Agg,takens_one_PI_2_sigma=0.0005
port,0.000882821573979137,0.016352191505148855,0.7465589788359924,0.0006555636158857939,0.04681438936815579,-0.02698111598349561,-35.68727941663512,127.0,KMeans,takens_one_PI_1_sigma=0.0005
port,0.0013070218410387196,0.01649414494636109,0.7949701335416417,0.0010726338207798132,0.07212972427932642,-0.027215339161495794,-37.94477850034491,69.0,Agg,takens_one_PI_1_sigma=0.0005
port,0.0018686584404686494,0.01856448248358356,0.7016154601783502,0.0016480198262830597,0.09433900073341182,-0.03063139609791287,-33.631089743415785,57.0,KMeans,takens_mult_PI_2_sigma=0.0005
port,0.0014733532284541303,0.016888909211637784,0.7878068050984947,0.0012400202331666905,0.08029230885350824,-0.027866700199202343,-31.327308880594106,180.0,Agg,takens_mult_PI_2_sigma=0.0005
port,0.0012717680859222528,0.018719378157287362,0.6889748463903105,0.0010529911989081713,0.061672153977955536,-0.030886973959524146,-40.743809025774624,190.0,KMeans,umap
port,0.0010048434281950706,0.020307120642180532,0.6447286682949994,0.0007925831798012892,0.04370583747442196,-0.03350674905959788,-43.33818191262387,222.0,Agg,umap
port,0.0021112640397641345,0.02190695188220223,0.5970690488347093,0.001906023166380206,0.09101952369510749,-0.036146470605633675,-31.89212971267622,79.0,KMeans,fastica
port,0.00042288700793488045,0.018401465170280067,0.6660742459557697,0.000207482953188895,0.01660646536961494,-0.030362417530962107,-36.71812378959203,275.0,Agg,fastica
port,0.0014016196388927243,0.02000481234706011,0.6802480736403427,0.0011841280431010965,0.06420034853498724,-0.03300794037264918,-32.50041220851549,119.0,KMeans,transformer_embds1
port,0.0013563161493153487,0.0199608360397524,0.6854902527821192,0.0011380524780921154,0.06207217137665887,-0.032935379465591455,-30.835163748154837,119.0,Agg,transformer_embds1
port,0.0002663686090960944,0.016411786818819114,0.8152505140955836,2.8993666195700003e-05,0.009082795000158985,-0.027079448251051536,-39.034330455617535,199.0,KMeans,takens_mult_BC_2
port,0.00043013593410299504,0.01702722772546882,0.771410231718585,0.00019921784893723698,0.01837246939503962,-0.02809492574702355,-41.154920899224955,241.0,Agg,takens_mult_BC_2
port,0.0016135204478805215,0.020580889713793925,0.6478497587121281,0.0014008005209512088,0.07269932227678493,-0.033958468027759973,-31.645513372547097,182.0,KMeans,takens_one_PL_1
port,0.0014982077543191467,0.020186142970771183,0.690987287925466,0.0012791344721180993,0.06840851382476572,-0.03330713590177245,-32.18304592067939,90.0,Agg,takens_one_PL_1
port,0.0012154194318661931,0.020263090748153936,0.6730194817853807,0.0009989924731320522,0.054192903327533466,-0.03343409973445399,-38.39669377364007,122.0,KMeans,autoencoder_lstm
port,0.001281169421644006,0.02010134237339174,0.6877165033706671,0.0010625778651391885,0.05789989972760091,-0.033167214916096366,-40.15167311728716,122.0,Agg,autoencoder_lstm
port,0.0012870409361046633,0.021331342560700562,0.605726395240035,0.0010805249967068356,0.054836549501823664,-0.035196715225155925,-46.42181129548336,217.0,KMeans,transformer_embds_sum_all
port,0.0010545683918227484,0.021431974665846957,0.6208890395756163,0.0008458192770882786,0.043732072877161556,-0.035362758198647475,-46.68890774409583,224.0,Agg,transformer_embds_sum_all
port,0.0009923102688160403,0.019352277681444804,0.6909444226921917,0.0007732432998661402,0.045214654801101685,-0.03193125817438393,-36.24354093117073,100.0,KMeans,tnse
port,0.0007991614534408899,0.020656931002031014,0.6438234841081604,0.0005870345218325206,0.033008666173082526,-0.034083936153351174,-44.144316457913334,186.0,Agg,tnse
port,0.001034936374811418,0.019658504272531744,0.6767620033964967,0.0008179582122915903,0.04667866121733129,-0.03243653204967738,-39.73913180875319,136.0,KMeans,takens_mult_BC_1
port,0.0015386879632073242,0.022660762646187795,0.5959432660004841,0.0013336128966842681,0.06272446658418152,-0.03739025836620986,-39.27496128843146,73.0,Agg,takens_mult_BC_1
port,0.0013367414609011864,0.020340810720683142,0.6632677767077124,0.0011217507468475694,0.05995030207064346,-0.033562337689127184,-36.970290666094066,122.0,MSTcorr,MSTcorr
port,0.0012915244968373703,0.020275976852019744,0.6559311162016421,0.0010776143363424111,0.05791192165846027,-0.03345536180583258,-42.83314228945629,176.0,KShape,KShape
port,0.00023547074115766383,0.016959068434362547,0.8060653946497618,-5.514045817244071e-07,0.006967778199643572,-0.0279824629166982,-41.83929699157154,240.0,TimeSeriesKMeans,TimeSeriesKMeans
port,0.00026458510402056757,0.016119917967194086,0.9999999999999977,3.2526065174565133e-19,0.00913660916177448,-0.02659786464587024,-33.92496000265331,179.0,sp500,sp500
port,0.0011774626558621341,0.020758296523318173,0.6057341802520727,0.0009709455698769109,0.05107157713239086,-0.034251189263474986,-42.31392926733366,185.0,sectors,sectors
