,AVG_returns,Risk,Beta,Alpha,Sharpe,VaR,Drawdown,Recovery,clust_model,emb_model
port,0.0007497382442821681,0.021390375388066495,0.6137362089156861,0.0005420426083910587,0.02956631283808833,-0.035294119390309714,-37.35451815160904,215.0,KMeans,ts2vec
port,0.0013653784920944674,0.02006488728198152,0.6736586551809159,0.001148857395014062,0.062201933194053004,-0.033107064015269506,-38.04148033258894,100.0,Agg,ts2vec
port,0.001428683528689658,0.018748809333686528,0.7243695242728517,0.0012046936643118462,0.06994469843474353,-0.03093553540058277,-26.039231875186452,83.0,KMeans,takens_one_BC_2
port,0.0014878171353044454,0.017872514748489332,0.7428728669232744,0.0012611020728979891,0.0766827411115069,-0.029489649335007397,-29.773179305706808,115.0,Agg,takens_one_BC_2
port,0.0016243877682877458,0.015988215936702105,0.7177541920953374,0.0014013722192295812,0.09426217787024482,-0.026380556295558473,-14.655752854501703,83.0,KMeans,takens_one_PL_2
port,0.001666891605844942,0.018084916919910616,0.7093726619662623,0.0014451105001960741,0.08568399284734739,-0.029840112917852515,-21.298497447397935,115.0,Agg,takens_one_PL_2
port,0.0015133341916643383,0.02095219461206679,0.656167326527565,0.0012993892417842007,0.06662931991982775,-0.0345711211099102,-34.205051567979396,122.0,KMeans,transformer_embds_sum_23
port,0.0015159948812266469,0.020733326607886335,0.6510900373148684,0.0013027977215601322,0.06746101066387378,-0.03420998890301245,-30.864434498425155,122.0,Agg,transformer_embds_sum_23
port,0.0015154676172682048,0.019882457209058395,0.6923059538622209,0.001296200120114801,0.07032148434836093,-0.03280605439494635,-32.784683550473005,89.0,KMeans,transformer_embds3
port,0.0013200767871727795,0.019931734078584517,0.688579542473891,0.0011013581210690543,0.06034462774770008,-0.03288736122966445,-30.988096734017933,122.0,Agg,transformer_embds3
port,0.0013007913617800063,0.01949322448286114,0.683557826360305,0.00108281230100661,0.06071276965932983,-0.03216382039672088,-30.53141376509916,182.0,KMeans,transformer_embds2
port,0.0012809893221179336,0.01837829448006335,0.6967757231217822,0.0010610635111341705,0.0633184765618944,-0.030324185892104526,-31.249840766260718,75.0,Agg,transformer_embds2
port,0.001031528243018948,0.016956403634945404,0.7564612797591752,0.0008028118602795972,0.053916181099887016,-0.027978065997659913,-37.10130640234088,74.0,KMeans,takens_mult_PI_0_sigma=0.0005
port,0.0011409102550582616,0.0174063319237071,0.7606053800856682,0.0009115835234617543,0.05880656221599908,-0.028720447674116713,-36.73196875160865,122.0,Agg,takens_mult_PI_0_sigma=0.0005
port,0.0012414424005959567,0.018733858155921893,0.735932918411684,0.0010157494634541076,0.06000572212116169,-0.030910865957271123,-32.69341422491389,119.0,KMeans,takens_mult_PL_2
port,0.0007715901866949604,0.020083489446796464,0.670237898636957,0.0005555729033938375,0.03257832632092115,-0.03313775758721416,-37.025349007482454,119.0,Agg,takens_mult_PL_2
port,0.0012601055495908352,0.019000004916382505,0.7355225595690423,0.0010344730506698053,0.06014744947623778,-0.03135000811203113,-29.728958667893114,147.0,KMeans,takens_one_BC_1
port,0.0014155555778417673,0.019199413689946866,0.7122359621856819,0.0011933527613560632,0.06761934947456778,-0.03167903258841233,-35.92077239823793,137.0,Agg,takens_one_BC_1
port,0.001260439215972785,0.018672552882161717,0.7053521917607702,0.001039250250764984,0.061220097185018404,-0.03080971225556683,-36.36942049254009,91.0,KMeans,table_finance_features
port,0.0008760836229773297,0.020634067416444156,0.6291369590517758,0.0006661197431962679,0.036773162257780406,-0.034046211237132855,-38.147090800820884,121.0,Agg,table_finance_features
port,0.0008555268783266667,0.018190460938757032,0.7129681520463788,0.0006332162239003991,0.04058298285995281,-0.030014260548949102,-39.08469618013842,64.0,KMeans,takens_mult_PI_1_sigma=0.0005
port,0.0008355544513312618,0.01711755496005328,0.747211891561268,0.00060820033134407,0.04195989083563469,-0.02824396568408791,-35.55632635494314,128.0,Agg,takens_mult_PI_1_sigma=0.0005
port,0.0005807202452113983,0.02036634089518724,0.6362018840105589,0.00036971583346084646,0.02275403980331386,-0.03360446247705894,-46.48242419572816,215.0,KMeans,signal2vec_embds
port,0.001053777837373183,0.01958915666059575,0.6759189721105321,0.0008369238376731225,0.04780573966323334,-0.03232210848998299,-44.82410593905932,194.0,Agg,signal2vec_embds
port,0.0012313137230509329,0.02255920719802355,0.5833477790519035,0.0010280937373557347,0.049381611660275194,-0.03722269187673886,-38.11309022457746,121.0,KMeans,autoencoder_mlp
port,0.0011692695055800768,0.019100675275783536,0.7038552651581603,0.0009483010098033149,0.05507479586752331,-0.031516114205042835,-34.919029380979914,122.0,Agg,autoencoder_mlp
