,DB,HC,Sil,hom,clust_model,emb_model
0,2.1547009906317873,53.328213763973075,0.07445850132773889,0.21177675325596362,KMeans,ts2vec
0,0.3525950495109391,8.442649526398515,0.30167964185772256,0.022797252288488248,Agg,ts2vec
0,2.245258681436684,25.929100345742683,0.04292937859553642,0.07461140369095388,KMeans,takens_one_BC_2
0,0.47009360247219656,5.157435085712434,0.1802594037342306,0.027702425059961847,Agg,takens_one_BC_2
0,1.922968355018253,32.940588772387066,0.07882806591202253,0.06802424724404482,KMeans,takens_one_PL_2
0,0.4432635964371964,5.933025817409415,0.24377919811634,0.02751384928663162,Agg,takens_one_PL_2
0,3.246111136271366,10.798671992162683,0.021796250247757668,0.4075563855260746,KMeans,transformer_embds_sum_23
0,0.4694337746203058,5.126676991619245,0.30508318439297494,0.02616377143352507,Agg,transformer_embds_sum_23
0,2.485894521724257,10.231080268901776,0.039248892188104324,0.2717708788386145,KMeans,transformer_embds3
0,0.49370612672384845,4.741386981131904,0.2885592164458626,0.02616377143352507,Agg,transformer_embds3
0,1.7687144435955393,34.12547920102961,0.18812762947972145,0.06055736317314315,KMeans,transformer_embds2
0,1.7893684568114554,18.508195980516597,0.06676066575430903,0.05201865789503141,Agg,transformer_embds2
0,3.0748558088136537,28.168145198923767,-0.0007210040379828264,0.10927320974051993,KMeans,takens_mult_PI_0_sigma=0.0005
0,0.27549707932378276,13.156941212178333,0.4907849600055468,0.02748548392106491,Agg,takens_mult_PI_0_sigma=0.0005
0,1.9379732342603238,32.99615298727905,0.08491928683226199,0.08365615775100517,KMeans,takens_mult_PL_2
0,0.4118980187301403,6.242856357849384,0.25192504420536915,0.025098428669485418,Agg,takens_mult_PL_2
0,2.1935014441436946,41.2844882251934,0.06679211879752685,0.08726104873530185,KMeans,takens_one_BC_1
0,0.42261978361011493,7.591288629516324,0.28048850455297514,0.02486683835118425,Agg,takens_one_BC_1
0,1.2974511376878615,112.23150788661466,0.20631897446204597,0.1726367559406673,KMeans,table_finance_features
0,0.4251206977792264,9.577159096970357,0.13051679155232374,0.030426526652414684,Agg,table_finance_features
0,2.837302304454688,23.252531048639504,0.031945232674225305,0.10409116350490237,KMeans,takens_mult_PI_1_sigma=0.0005
0,0.3056519816719549,11.423895554933289,0.47681329694158114,0.02929122930344197,Agg,takens_mult_PI_1_sigma=0.0005
0,1.472676787522612,209.704023345485,0.15732349366209133,0.1776135330558167,KMeans,signal2vec_embds
0,0.4583503082522435,14.243353086315466,0.2743366089102313,0.034039819279383376,Agg,signal2vec_embds
0,2.679245113825363,30.980812892306805,0.040061446802498964,0.2137247159003688,KMeans,autoencoder_mlp
0,0.3368258547401837,13.90020057072927,0.47012378768099256,0.026011304368860202,Agg,autoencoder_mlp
0,1.8417117052614123,29.26508221498291,0.06424766152405234,0.09479674010954942,KMeans,takens_mult_PL_1
0,0.4353899791786634,6.697656808075397,0.3196443021878093,0.02647827795589851,Agg,takens_mult_PL_1
0,1.9714120550078496,50.081703014245875,0.0928266512663458,0.28967289869338686,KMeans,tsfresh
0,0.4772357840041599,5.469793968241864,0.13848566129295065,0.024028358360265074,Agg,tsfresh
0,1.2911439507582967,146.14159991007492,0.17592098586791896,0.10359232017334871,KMeans,takens_one_BC_0
0,0.48827248825972175,10.293451540147089,0.24471173307431995,0.027006960826202454,Agg,takens_one_BC_0
0,3.2885022960281756,3.4266484316613943,-0.034069116804433114,0.2403667075967511,KMeans,pca
0,0.4509615602894978,4.394327489597857,0.3731492555215935,0.02391423724179629,Agg,pca
0,2.9826411938206663,25.143726938330357,0.004192188836305007,0.1327773241067949,KMeans,takens_one_PI_0_sigma=0.0005
0,0.43180333947592814,8.847364892706436,0.4175706258871517,0.02553713683870795,Agg,takens_one_PI_0_sigma=0.0005
0,2.6883310016736,18.326829084455763,0.0342972652863485,0.27705553944754197,KMeans,autoencoder_conv
0,0.4919219141152913,5.255187164938972,0.26895443600901503,0.026037906657716714,Agg,autoencoder_conv
0,1.393836482099221,133.23230854311618,0.16009652175910608,0.08905949468490429,KMeans,takens_mult_BC_0
0,0.3841372514229633,10.360476528592645,0.31792041563472406,0.02689977721307225,Agg,takens_mult_BC_0
0,2.255338133441298,33.36358746924966,0.0712603544749831,0.08156023922352267,KMeans,takens_one_PI_2_sigma=0.0005
0,0.3987432813809239,9.53645196441361,0.3250092691500866,0.027837618349922773,Agg,takens_one_PI_2_sigma=0.0005
0,2.6496696896673977,21.65406340796283,0.10816663222070702,0.08591003928746342,KMeans,takens_one_PI_1_sigma=0.0005
0,0.27516542618851436,11.873954094746628,0.4999199587023508,0.026314155367987965,Agg,takens_one_PI_1_sigma=0.0005
0,2.327058216401313,31.427304790581932,0.03297792706520161,0.07779697800614199,KMeans,takens_mult_PI_2_sigma=0.0005
0,0.37570750622929394,9.386530351015557,0.4192783585097211,0.027819085276131052,Agg,takens_mult_PI_2_sigma=0.0005
0,0.9684100850394118,392.75696075282923,0.387370635416648,0.5253200690972076,KMeans,umap
0,1.3232878147019809,28.080882609786322,-0.2600694854259712,0.254388249969211,Agg,umap
0,3.2885022960281756,3.4266484316613943,-0.034069116804433114,0.2403667075967511,KMeans,fastica
0,0.4509615602894978,4.394327489597857,0.3731492555215935,0.02391423724179629,Agg,fastica
0,1.751774801750796,35.3277499220102,0.2042260200995026,0.04884043929862576,KMeans,transformer_embds1
0,1.880906590243917,21.20860032632596,0.07119111297354459,0.05510065112890963,Agg,transformer_embds1
0,2.1677153313897812,29.24004228887539,0.06375270100056014,0.0640863398413834,KMeans,takens_mult_BC_2
0,0.3840830904895241,7.21711334235897,0.3037111044547853,0.02366493383244456,Agg,takens_mult_BC_2
0,2.068943618911974,28.01389500354615,0.06154118329000409,0.08926881682852617,KMeans,takens_one_PL_1
0,0.38126357634333513,7.224116852965024,0.32012079377047414,0.026933903723515073,Agg,takens_one_PL_1
0,0.9496814961379024,250.63596563942048,0.26859844190834314,0.13929851407075067,KMeans,autoencoder_lstm
0,0.35934284994045346,11.173981789124223,0.09731351912298696,0.023930004493795818,Agg,autoencoder_lstm
0,1.9492523729850775,31.247303674405547,0.15863572864800035,0.053392569690280854,KMeans,transformer_embds_sum_all
0,1.8151816324384964,17.589654913002793,0.04603156433727889,0.04969031487488198,Agg,transformer_embds_sum_all
0,0.9870899398028965,121.32482673167989,0.22636794436980698,0.32735763413434427,KMeans,tnse
0,0.496434132422338,9.991360789529365,-0.21397357248576737,0.021611240369571884,Agg,tnse
0,2.195629133318987,42.04368069537787,0.06618399502605704,0.08043229555099964,KMeans,takens_mult_BC_1
0,0.3338534200995336,8.90210729396086,0.44221481048137457,0.026149754949805086,Agg,takens_mult_BC_1
