,DB,HC,Sil,hom,clust_model,emb_model
0,1.6427061708678516,77.02911631983456,0.10346322015884121,0.12070429954939775,KMeans,ts2vec
0,1.5684911155593788,74.26765540692104,0.07792476436466536,0.11469825652978911,Agg,ts2vec
0,1.7242997945207075,61.55375210753732,0.14502928561971642,0.09946249513933865,KMeans,PersImage_2
0,1.823894468726182,56.667745157206845,0.17554014986885377,0.09041046650302836,Agg,PersImage_2
0,1.8817141550793937,43.4352141184992,0.08124967494449747,0.09565393907311165,KMeans,PersLandscape_1
0,1.85815820882815,37.524937042292976,0.056301972657156335,0.08841627518335765,Agg,PersLandscape_1
0,1.2052331764259612,181.19971878223816,0.29393008575159535,0.049641152039315274,KMeans,transformer_embds3
0,1.2058589287513088,175.1585367533169,0.2857127154471145,0.05430065675592432,Agg,transformer_embds3
0,1.1530918862441162,182.8971801361075,0.30078889945037207,0.055186605451900406,KMeans,transformer_embds2
0,1.1933663156690986,177.2943790974358,0.2882264100139998,0.06509160942496733,Agg,transformer_embds2
0,1.1686678675845785,87.06301637353938,0.1883681248804696,0.13424921469506043,KMeans,table_finance_features
0,1.2435019954859479,76.23709264641937,0.15956310028672274,0.13470743606671137,Agg,table_finance_features
0,1.9105612134615564,66.70670658926562,0.06925040412636757,0.11210698327329265,KMeans,autoencoder_mlp
0,2.0756203366109016,66.83464268222922,0.054151375232571484,0.10778628538719388,Agg,autoencoder_mlp
0,1.1638072435449394,183.1354790732047,0.3021223400071363,0.05739874832121102,KMeans,transformer_embds5
0,1.142145751683787,179.40937581725217,0.29854211482215814,0.05400615174597283,Agg,transformer_embds5
0,2.3758682938177893,23.38894789266229,0.03544770739728841,0.07871317193089084,KMeans,PersLandscape_2
0,2.326228487267311,21.470387623101168,0.02944102302752832,0.06753371534086208,Agg,PersLandscape_2
0,2.089464576756283,45.73476954666813,0.07299708645297087,0.21302522339308555,KMeans,tsfresh
0,2.184090300174699,43.65615273702565,0.0677329615305471,0.24072832411631356,Agg,tsfresh
0,3.0539584078026163,3.445097193958699,0.016870159799230386,0.161293256376991,KMeans,pca
0,0.749452349782338,4.214359680106101,0.38724823498300676,0.025090192685912685,Agg,pca
0,1.3856419946878697,114.91475955165971,0.165105560130727,0.11950418127384593,KMeans,topo_features
0,1.518769156780722,104.54725237461817,0.13376904389433172,0.11796638433909809,Agg,topo_features
0,2.3748022238415256,16.49217180470728,0.007337254184353999,0.19662554661354173,KMeans,autoencoder_conv
0,2.4535707106741906,14.61545334332025,-0.005536729294341592,0.19158911280986093,Agg,autoencoder_conv
0,1.0613874436002064,254.72088473673105,0.3616006661001483,0.5533634122268349,KMeans,umap
0,1.1071555385336747,229.82872110330254,0.33462523668804395,0.532010765093609,Agg,umap
0,3.053958410030178,3.4450971939587127,0.016870159799241273,0.161293256376991,KMeans,fastica
0,0.7494523533638393,4.214359680106096,0.387248234983008,0.025090192685912685,Agg,fastica
0,2.5336173770164705,10.807151232906584,0.0034780825778519646,0.21749400160626622,KMeans,transformer_embds1
0,1.973499550508955,11.46472602305392,0.026382214320677874,0.126861694283489,Agg,transformer_embds1
0,2.747471904697319,24.966089226690357,0.060286906597054865,0.062244588234831984,KMeans,transformer_embds4
0,2.0536404560429182,24.944478261059,0.08004278145540251,0.05033005292213019,Agg,transformer_embds4
0,0.8993089599778827,266.81803017381066,0.2909431664541748,0.10390556012109584,KMeans,autoencoder_lstm
0,0.9430045809544627,239.5721012230446,0.24966160874248347,0.09969326236509819,Agg,autoencoder_lstm
0,2.1373361597865306,40.204468245395205,0.1082484361845488,0.08183280481524936,KMeans,PersImage_1
0,2.1130018290013974,38.59157274516611,0.11213531667059454,0.0854518728359482,Agg,PersImage_1
0,4.019209894416416,7.379892677417923,-0.029870171446668866,1.0,sectors,sectors
