,mean_return,std_return,median_return,share_positive_return,max_drawdown,rec_period,beta,alpha,sharp,VaR,CVaR,CAPM,coef_var,IR
A,0.0009208781302583455,0.01878208155277829,0.002052644879712,0.5602649006622517,-29.69044617442098,252,0.958181070136642,0.00039558957449165337,0.0426912485156427,-0.029576910314142127,-0.04571889706790685,0.0005302669997980442,0.3830763006134683,0.029937760551576414
AAL,-0.000727476610784639,0.04262325479362924,-0.0013966134438246,0.47152317880794703,-84.53908025804473,3,1.3545353492825312,-0.001470052246575571,-0.019860619136922067,-0.062385396687196525,-0.09203468997682561,0.0007003690465906308,-2.4973199444077565,-0.03354732723427114
AAP,0.0007811983978987807,0.022594375245267452,0.000500449335351,0.5178807947019868,-59.38176792796162,81,0.9052025732347244,0.00028495341123571313,0.029306000792823594,-0.03042095451767926,-0.05166720736961659,0.0005075303946113147,0.6534905781899727,0.012722944571783641
AAPL,0.0017364848856206083,0.02212269667695427,0.0016449098088704,0.5443708609271524,-38.72969450862441,256,1.1907276275001537,0.0010837109838445491,0.07311212056068694,-0.03173188102069293,-0.0521060278502702,0.0006300682318355645,0.28184161711583816,0.08595549284468831
ABBV,0.00032629900994472777,0.020548564532605767,0.0008762009683189,0.5258278145695364,-48.88401914599662,5,0.806870530649854,-0.00011603894573553253,0.010085930361132974,-0.029524596276567745,-0.04865447249472934,0.0004653295591743253,1.294038570396484,-0.01304023413516419
ABC,0.0002748201835959139,0.021185826638816557,0.0012889690071702,0.5350993377483444,-32.91619275287064,701,0.9011525067902044,-0.00021920449876381603,0.007352678146761062,-0.033917770060264384,-0.0483706858065136,0.0005057922410751819,1.6332106488581164,-0.01647144030390353
ABMD,0.0011615043896032213,0.030172120003425857,0.0020945575270672,0.5377483443708609,-70.98165769720126,69,0.843480587468223,0.0006990962775902804,0.03455033224172639,-0.04234619023584582,-0.07332608389439625,0.00048104137540958095,0.7837739001676227,0.02222767949978803
ABT,0.0009840599568572332,0.017918046198579278,0.0013749169140742,0.5536423841059602,-31.613325411032843,123,0.9073840672329139,0.0004866190440091918,0.04827604127274775,-0.026854635297875577,-0.04136645692738046,0.0005084666191298374,0.32625692909990034,0.03617078209572926
ACN,0.0008711148237208402,0.018467557498327274,0.0016190807186533,0.56158940397351,-33.45220282515149,127,1.0584616272429943,0.00029085103346494746,0.04072369639251649,-0.03010408979169562,-0.04492379379067324,0.0005733040727269648,0.39151059156274665,0.03229074947060183
ADI,0.00092474683159983,0.023292174239955662,0.0010012863860113,0.5231788079470199,-34.02599184883872,307,1.2252445065281035,0.00025305028346886047,0.0345909834029193,-0.03297456654170734,-0.05326679510660187,0.000644881725925243,0.5866744954247366,0.0248677126958923
ADM,0.0004601593928272351,0.017698351889757036,0.0009503662480951,0.5311258278145695,-43.406064978162426,514,0.8997973289760121,-3.3122361688259054e-05,0.019273646264036333,-0.026000194374852768,-0.043183122831134325,0.0005052106439231117,0.6807025228566136,-0.007424715728394994
ADP,0.0007443743020453091,0.01944879702847107,0.0017503318386129,0.5576158940397351,-39.82344844423481,96,1.099228590888716,0.000141761479728701,0.032152460745118336,-0.027562815529499792,-0.04741238915887346,0.0005907998948298562,0.5081525582161234,0.01793928434749702
ADSK,0.001723419999696006,0.025979710262217216,0.0021346578807794,0.5496688741721855,-35.47162481274931,147,1.2618547734699772,0.0010316531800396477,0.06175482191507178,-0.0374945547705758,-0.05924146379396877,0.0006605936323385037,0.3916313756529506,0.06320543105886556
AEE,0.000544222315901609,0.01786840128424487,0.0011207513632673,0.5470198675496689,-29.516481971995624,81,0.729458019668272,0.00014432300502361935,0.023794781082562763,-0.02150668001111795,-0.04200538498003414,0.00043210668948890973,0.586671577268667,-0.00026903650414095067
AEP,0.0003156936639970934,0.016159714131762506,0.0012326905392689,0.5470198675496689,-32.90520581668011,155,0.5639516654220489,6.527301725374002e-06,0.012168906166660423,-0.02070742674440031,-0.039727703107026245,0.000361076878292904,0.8271827743197567,-0.015216897212090134
AES,0.0013222234958141467,0.024388517075238814,0.0018762155769191,0.5509933774834437,-54.54113120553769,186,1.0175740243084228,0.0007643748738011416,0.04933370376947144,-0.03252042201926816,-0.06051127220068828,0.0005557564762620024,0.44984812855936496,0.04018210145569005
AFL,0.00027786251313308185,0.023044163650532065,0.0011160970082653,0.5470198675496689,-55.58094440345196,91,1.0878404585616512,-0.0003185071722969765,0.006891762117901637,-0.0309898009919762,-0.05522665363318833,0.0005859124879822428,1.9111375347640565,-0.0162422674547349
AIG,-0.00018770429511522644,0.028448708846887442,0.0007082893565693,0.5165562913907285,-71.01851882376361,2,1.3346799730226784,-0.0009193949298924619,-0.010782630446035411,-0.03867827496949148,-0.07239019683367041,0.0006918477808459643,-4.311723578611492,-0.034749167206547686
AIZ,0.0006367429376690088,0.020660943514865308,0.0011673425272424,0.5417218543046357,-43.57984756414507,233,0.9486352152371609,0.00011668755597555496,0.025056712354346936,-0.02685131104444492,-0.048438807515830434,0.0005261702370223632,0.670403331817325,0.005798722390497088
AJG,0.0010606062614452586,0.017169465764863206,0.001717836994997,0.5629139072847682,-37.48626275700979,165,0.8868025556237056,0.000574448427386443,0.054839134501465436,-0.023769319178043938,-0.0414597227459684,0.0004996337202940887,0.27794532746686484,0.04531763184577276
AKAM,0.0008192500968608445,0.019836940610411826,0.0018531812473467,0.5470198675496689,-30.128361003206937,268,0.756084213795296,0.00040475392585436837,0.03529790664623504,-0.02977426622142821,-0.04546996372112854,0.00044353376460227426,0.4803224488941933,0.016116858629401362
ALB,0.000571513867778662,0.028864499447028506,0.0011563188639491,0.5271523178807948,-62.968350195710485,727,1.1872593712705157,-7.935868636835697e-05,0.015675527287815922,-0.04348776322890114,-0.07129683769400508,0.0006285797718529099,1.4578112191149453,0.001006485767923267
ALGN,0.0017716424409685953,0.03533472149799601,0.0018022546558245,0.5377483443708609,-64.95496020903326,522,1.472622000290231,0.0009643300155494624,0.04676971409028092,-0.0426852197305046,-0.07913685469083882,0.0007510479015750578,0.7047373185857617,0.042526318055921414
ALK,4.873375073010905e-05,0.03254214076225929,0.0006131118208589,0.5125827814569537,-68.50688379251757,5,1.302442930580022,-0.0006652840766888286,-0.0021607019904190334,-0.04352792659392516,-0.07563394057368047,0.0006780127166356017,21.730133829744894,-0.018722176975463644
