,mean_return,std_return,median_return,share_positive_return,max_drawdown,rec_period,beta,alpha,sharp,VaR,CVaR,CAPM,coef_var,IR
A,0.0006992473480507277,0.016103014087103504,0.0,0.4954545454545455,-20.860265981754512,203,1.3680292226248905,-0.00018656285188524923,-1.8195818803521697,-0.02429156194531518,-0.03549712704737911,-0.010155066478810731,0.3708373916788057,0.004138374507123895
AAL,0.003127694363384648,0.028076392388049383,0.0029825739338649503,0.5454545454545454,-31.418685271829773,118,0.9222218933322391,0.0025305480844838787,-0.9571139078414309,-0.03970351938435764,-0.05996305489876002,0.0029304894789335956,0.25203351668756807,0.09137449802858001
AAP,0.0006861028484551905,0.019002696531549314,0.00033621174915095004,0.5136363636363637,-28.99210307718897,368,0.9153352873215337,9.341570372080842e-05,-1.542617759688804,-0.019991026477254675,-0.03638671595033915,0.003132628525088374,0.5263095413219816,0.002187267530537092
AAPL,2.3113031291015772e-05,0.018628589744117185,-0.0007819221103599,0.4863636363636364,-44.37687017144124,90,0.9858862255066932,-0.0006152564275532622,-1.609187135498302,-0.028485118180049708,-0.041672548166651655,0.0010617826936434836,15.014229483153914,-0.03673105938531052
ABC,0.0013517367721171591,0.00997356333223028,0.00158243709700195,0.5681818181818182,-8.267409995675157,72,0.6302290947106812,0.0009436582375665763,-2.87242004422872,-0.01378983004745864,-0.01976940828902385,0.011501205693230147,0.07358826629108438,0.07683958860450726
ABMD,0.0008794650612922506,0.02916711859831628,0.0022481772919642,0.5340909090909091,-50.56864475446962,312,0.9138948293269136,0.0002877106249847876,-0.9984028707034769,-0.037480932919068066,-0.06804732543789371,0.003174909556500058,0.9673162070568585,0.008200778178651313
ABT,0.0006645994900957411,0.011182928720268537,0.0002938055748299,0.509090909090909,-14.600624656654881,122,0.7780667855743194,0.00016079483190963983,-2.623230572572211,-0.016127431672995855,-0.023676639331455564,0.007161801090956519,0.18817031404070336,0.0017813186052920472
ACN,0.0006453459365292649,0.013662393710684567,0.0,0.49772727272727274,-15.590165548197321,113,1.1408311355988898,-9.335162899425521e-05,-2.1485732796965262,-0.01895265084504711,-0.029356544017625733,-0.003486236502443174,0.289241771490241,-0.00020554644823740932
ADI,0.0006008086588696484,0.01220911983365617,0.0007182102296783,0.525,-12.055140825423916,87,1.2092785254301188,-0.0001822091558625552,-2.4079697588099114,-0.02026480686186835,-0.02387051675018192,-0.005495337948171357,0.24810329363931008,-0.005789380015267149
ADM,0.0008088621720481335,0.013571191558877628,0.0006588564795603001,0.5204545454545455,-26.925374500786692,219,1.002281372186812,0.00015987672056385184,-2.1509635098221285,-0.019410025430007374,-0.029997453555827936,0.0005805442858799227,0.22769916395199086,0.014457646414853427
ADP,0.0009087431626702379,0.0091827940053829,0.0008168237397605,0.5477272727272727,-8.99016676727199,69,0.9023228772585243,0.00032448166072837365,-3.1680180150264325,-0.014321975082724269,-0.01858299842262531,0.003514575184186134,0.09279157105019702,0.04309970230133481
ADSK,0.0006119746508932972,0.0207136315517922,0.0003817092825725,0.5113636363636364,-28.92191650249385,375,1.4756335378906926,-0.0003435102302871972,-1.418777063578886,-0.028686280023880868,-0.047072500546470525,-0.013313521255540285,0.701098536413415,-0.0020086164414438766
AEE,0.0002802449526955934,0.009315950284225953,0.00028860757772905,0.5022727272727273,-17.747046989026614,154,0.6654369031886957,-0.00015063092810419973,-3.1902011217928874,-0.013459009434615995,-0.019109028487265832,0.010467768785138921,0.30968240056918706,-0.04480813184697757
AEP,0.0004722069674445064,0.008501456569245443,0.00043653842817345,0.5204545454545455,-18.491157067469977,68,0.5857200639020891,9.2948397283183e-05,-3.47326282173506,-0.012944017487173014,-0.018564816318701584,0.012807656653098652,0.15305738538739416,-0.022242049239430368
AES,0.0003323255949188755,0.013775250150489226,0.00073190747911055,0.5068181818181818,-26.641507418650214,264,1.06942964501348,-0.000360138916803475,-2.1536940586176927,-0.021677401048901757,-0.030256385543204697,-0.0013904248386820486,0.5709988024090513,-0.028513013786301358
AFL,0.000940266311303577,0.013566101259414693,0.000453839173641,0.5227272727272727,-17.15147405870213,97,1.2957173302869738,0.00010127865780903847,-2.14208438614811,-0.020167339668122904,-0.02905166601847149,-0.008032532255114674,0.19573082771150518,0.03090190231247117
AIG,0.0012948908670357274,0.01720611058824852,0.00164032863264155,0.5409090909090909,-21.720367093295966,74,1.546112816886007,0.00029377007166153353,-1.6683089990464999,-0.024243244334376957,-0.03827545527662673,-0.015382263711206011,0.2286294923469172,0.04937271884827083
AIZ,0.0012054226337377457,0.012839496359665019,0.0014092012388726,0.5386363636363637,-20.17156788267931,121,1.0458421553328259,0.0005282312160432536,-2.242656297385601,-0.019185552353019737,-0.027339032486903527,-0.000698073242290282,0.1367592263127498,0.05575547806137121
AJG,0.0006580623313412249,0.008819608048346458,0.00065759839178945,0.5272727272727272,-10.310096572606152,190,0.7610225465438286,0.00016529395844323066,-3.326898146472613,-0.013625194418016243,-0.01871059694031072,0.007662091976583137,0.11820382723916092,0.001540994944590149
AKAM,0.0008727408584603349,0.024870191893550095,0.0,0.4954545454545455,-29.1870953959803,92,1.426410720450259,-5.0871842625452345e-05,-1.1711714676835128,-0.0274962043788022,-0.04863503814364352,-0.011868708912421977,0.7087171854348517,0.009994921553069249
ALB,0.00010228530272306583,0.015555411883478086,0.00043786003968835,0.5227272727272727,-22.15008491632007,262,1.2165824962510952,-0.0006854618933310086,-1.9220136966628494,-0.02684431724970182,-0.03818903012682929,-0.005709727691478782,2.365646211360194,-0.043527199740313584
ALGN,0.002000509110194716,0.026418591242801825,-0.0002624573897858,0.49318181818181817,-35.179983210266954,203,1.4096415627273613,0.001087754576982548,-1.0598404219390085,-0.027850291511371566,-0.04700441457989171,-0.011376492348608672,0.3488821718918903,0.055748056051789625
ALK,0.0017914691771438547,0.017948152235738035,0.00125335240458385,0.5318181818181819,-25.270494654335295,118,1.067778926515666,0.0011000735192576677,-1.5716676821298534,-0.024302729568122242,-0.03883442308932808,-0.0013419721375837954,0.179816751963777,0.07171308342769997
ALL,0.0012059292603897138,0.010794452071806335,0.0005541220371525,0.5272727272727272,-10.628810166177372,55,0.9572581328357134,0.0005860967275651951,-2.6674879417748816,-0.016188512977308545,-0.01966963285273723,0.0019020885477531203,0.09662274509606712,0.0707080973893494
AMAT,0.0009142396907671046,0.01535540029093184,0.0,0.4772727272727273,-19.919998168945174,199,1.3007141305205547,7.201656792677554e-05,-1.89417141579888,-0.02348915922443291,-0.030227442888311997,-0.008179200792776307,0.25790645546892454,0.022479270376972307
AMD,-0.0010663232739636951,0.03408997068044369,0.0,0.46136363636363636,-77.3170724686662,0,1.8612452398711126,-0.002271494911230823,-0.9113039012317319,-0.04762207532135229,-0.08519554111984716,-0.024632185558866246,-1.0898440739023738,-0.05422845133123587
AME,0.0011858060016833674,0.012401119159035023,0.00119715679210725,0.5590909090909091,-13.109759587942838,59,1.1478223015441948,0.00044258159857379507,-2.323515614098717,-0.018121911009084224,-0.027440148952008334,-0.003691444643216274,0.1296904857778328,0.06132809292663986
AMGN,0.0012878167949616122,0.014902123580069808,0.00061750627019025,0.509090909090909,-16.59319343912411,87,0.9952095640109104,0.0006434103975725236,-1.9267175614781666,-0.02132397561314927,-0.02868044508681246,0.0007881194770617758,0.1724416765369893,0.050121921994924275
AMP,0.0016926851044705197,0.014207156507994822,0.00130554367376805,0.5454545454545454,-21.29501314835557,113,1.595167971929316,0.0006598006917859969,-1.9924687167062634,-0.022068795017084045,-0.028057814541601923,-0.016822154745194953,0.11924444511833594,0.12305523856525477
AMT,0.0006119486538986118,0.012242853322312895,0.00039231251814970003,0.5113636363636364,-19.234403233334408,51,0.8018304231595148,9.27568444642656e-05,-2.400425013059738,-0.01692103266075438,-0.026230009009063394,0.006464279114648901,0.2449346959369264,-0.0033301048844885045
AMZN,0.0017044100463942601,0.018278091288824974,7.02264221141835e-05,0.5022727272727273,-15.698562811890238,109,1.2263306427027227,0.0009103508451472315,-1.548060435112574,-0.022491128335905174,-0.031077553527126493,-0.0059958600798346515,0.19601422901102686,0.06715962718497381
ANSS,0.0007946572613887164,0.016016998321701826,0.00120669942471525,0.55,-18.018678324850224,86,1.087791821934899,9.030308872855859e-05,-1.8233967533754587,-0.022047394415582455,-0.0362688595711051,-0.0019294004853868119,0.32283633171497234,0.010770499810299575
AON,0.0012831781435296685,0.011266959524697027,0.00084640598373815,0.5386363636363637,-13.466334766790089,72,1.0051079253494242,0.0006323624755699675,-2.5487640914590517,-0.01570272911376317,-0.023906752320556394,0.000497577907476978,0.09892965958878645,0.07759052111206986
AOS,0.002103121286663035,0.014986667918083224,0.00196614781832855,0.55,-10.663334305070505,44,1.2391582848685956,0.0013007560813601449,-1.8614463779287465,-0.022001799653730808,-0.029747157630268462,-0.006372383340754975,0.10679375303326989,0.12440535785518723
APA,-0.0002421391407360125,0.015013702855120423,-0.00051266162337095,0.4772727272727273,-31.82133752041998,0,1.1893709825692198,-0.0010122666573443124,-2.0143024963639755,-0.02384202929623335,-0.03322842003198465,-0.004911001960468293,-0.9309163018283004,-0.0742419873768635
APD,0.0005231658215662214,0.01230449610754822,0.000869430334112,0.5363636363636364,-17.047907571016108,280,0.9980488682859935,-0.0001230790487487339,-2.3956148972529765,-0.019552559798655597,-0.026954456268068448,0.0007047788217351518,0.2893931870538016,-0.01293874795959959
APH,0.0010148126189593895,0.01460703326430342,0.000618570513456,0.525,-16.53351198696886,102,1.2040936235710826,0.00023515207092620336,-1.984330894342141,-0.018726340874609348,-0.02891135035479523,-0.005343148159099288,0.21025105206442551,0.03223501863312365
APTV,0.0015832943061328331,0.015511154322693422,0.0015004858047333001,0.5795454545454546,-21.45962438401624,117,1.2673584126263502,0.0007626692856197195,-1.8320174696664853,-0.024412629949722525,-0.034357038408339105,-0.0072001273582773875,0.15195905618460906,0.07652630919135463
ARE,-0.0002581916234883897,0.010813482431059607,-0.00030470405291449997,0.48409090909090907,-21.859388757384433,163,0.8493367182810985,-0.0008081441506646596,-2.798191222522142,-0.018182874108624725,-0.025366918003471375,0.005069850978743316,-0.4528861188716795,-0.10421293758912074
ATO,0.0008820207181825577,0.009712435370407066,0.00103536212527315,0.5295454545454545,-13.995986023601736,108,0.6981342331256988,0.0004299730466857094,-2.9980100944133286,-0.015679902187068776,-0.020155118751676193,0.009508020677725885,0.10694918937812281,0.027861976884049292
ATVI,0.0009071119765252119,0.017933663670791224,0.0,0.4909090909090909,-18.012419830827596,194,0.9821916641484881,0.00027113477661902,-1.6222501189680905,-0.025063698749006085,-0.0323031220456194,0.0011702272754515498,0.35454971489742876,0.01597581742412277
AVB,-0.0003436326510447665,0.011166603353634187,-0.0003735786245436,0.4863636363636364,-22.609271118971698,46,0.6877805987608535,-0.0007889762589330977,-2.7173556443347104,-0.018673907298860523,-0.024445210500556744,0.009811925645062728,-0.3628672365046882,-0.09796457192886635
AVGO,0.0009011151070175084,0.020446636934910185,0.0008776705391759,0.525,-22.408887249119914,302,1.442673252502844,-3.302771764365482e-05,-1.4231624000375156,-0.03158736500199089,-0.04265129020140648,-0.012346054750424156,0.46394179688290416,0.01450044358531465
AVY,0.0012638825021922234,0.014474666161642377,0.0012955677976403501,0.5340909090909091,-18.630473008367808,122,1.1484661995692174,0.0005202411698030343,-1.9852697932307417,-0.019082692915838063,-0.028344435566460612,-0.0037103446546873295,0.16577170751836998,0.053533590844325775
AWK,0.0005379045026634569,0.00955361846493941,0.00058517746817505,0.5159090909090909,-10.045974556056859,100,0.5906425779239205,0.0001554585640908801,-3.083867709963378,-0.014222477266718795,-0.020309052003238348,0.012663168600854962,0.16967998096631634,-0.01221666833512369
AXP,0.0010942393099762611,0.011955414003827013,0.0010335672406053499,0.5272727272727272,-12.481570887979586,173,1.1176609561889506,0.0003705446266399284,-2.417796713754187,-0.019450922189120284,-0.02579436859554746,-0.002806134002332185,0.13062217990140004,0.053481078043761086
