,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
A,-0.22053364683552915,-0.21906489979229748,-0.02241567525489608,0.1046412466940345,0.1046412466940345,-0.2505011493836265,-0.2825133212954411,-0.16733274601991455,-0.3306077862780188,-0.7434536283431703,-0.6782788995763813,-0.38468245671905454,-0.370920124076708,-0.2151867376772887,-0.1870758002073882,-0.38555140471026406,0.516212859397625,1.0284964866382045,-0.6180509225760833,-0.5979934552132632,0.19096121298178337,0.07895955054775415,-0.6156549324595662
AAL,1.450845513541674,1.450124167276348,0.10852151928756915,-0.07929016797062528,-0.07929016797062528,1.4304958705407338,1.4896184971910649,1.1709458572818967,0.24970263946584284,0.8169711671420471,0.9631506446529144,-0.2597896676996362,-0.3597172243584133,0.22563903823235004,1.2756751559141575,0.8970583995782713,1.280396953485886,0.2604843936945949,1.0857474007199095,1.1947668927613904,0.577214567891655,0.5954009515210701,-0.4333227189753814
AAP,0.4228652312387175,0.42349089993622785,-0.10886394173303857,-0.0812622752866517,-0.0812622752866517,0.4913631127098677,0.6135295089460863,0.29024716454790733,0.28134991840939994,0.2034343208703995,0.13466300275363655,-0.1428842651434596,-0.2311008075251242,0.5405145924535206,0.7313427298167096,1.1462219909669316,0.4321282119919722,0.5173855975811487,0.053708813741856806,0.13698500651481124,0.3784562671001345,0.34697179984970944,1.1165010956401895
AAPL,0.25675604375763506,0.2575993737905366,0.1771400546585575,0.030593574788931037,0.030593574788931037,-0.08742384744386653,-0.08653265747391008,0.018906232091405743,-0.2917606094386539,0.14705830466100137,0.1372520451353434,0.09741701477727698,0.18064064704487257,-0.026261405144586376,-0.46577363552768364,-0.4354003296207541,-0.5199653043798663,-0.9499317420720109,0.6771202059819584,0.7135169655675949,-1.0256412775179349,-0.9969530217232719,-0.06865829200701175
ABBV,0.5713354727525667,0.5717665933246923,1.3569476372076934,0.9958220795921306,0.9958220795921306,0.1421397433720555,0.2558060352098805,-0.03727289173902899,0.38861928326213185,-0.08028754442135262,-0.13638010969549932,0.06530411282043423,-0.013813787026943056,0.5405145924535206,0.09000717930701141,0.2942421924743482,-0.13005574960525748,0.040535113198562976,-0.04815499136999976,-0.020636715453117512,-0.43717185047412505,-0.48073117104007634,0.5695044551876352
ABC,0.29982499615295544,0.3006118907421924,-0.1330172281065106,-0.1882421234270549,-0.1882421234270549,0.5803342847965193,0.47701172953277754,0.6986910142506482,0.028677054253194157,-0.5862728097084201,-0.529627301334533,-0.5586363805650569,-0.6561424386235227,-0.46708718105422514,0.7882095996257302,0.4492118976381271,-0.002571233616483465,0.38925708934942127,0.13860365736580096,0.15835381833026102,0.9326093245220461,0.9659519961413411,-0.5244888257174738
ABMD,2.4434336669635894,2.441411681845932,1.9419981811272928,1.2023063803769092,1.2023063803769092,2.0279050737817195,2.033432026155312,1.802917408865333,1.0483280435002802,1.4373192081681794,1.539146623032036,0.7929589662814953,0.6798786097856558,0.03671370569964773,2.430290018424072,2.3239494313159557,2.4569625370273402,1.101471074550295,0.8473253345072155,0.9081368151740723,1.2226536410772495,1.1923285151342067,0.29600613496135786
ABT,-0.68586469815477,-0.6837862041158125,-0.7270535181738516,-0.7201035031089776,-0.7201035031089776,-0.44519221921426666,-0.4951656376303489,-0.5379477130983932,-0.4854500394633698,-0.8294046878948849,-0.7237449750390564,-1.0035851724923877,-1.0547542417012512,-0.3411369593657569,-0.3425230025933961,-0.38922154949289,-0.16609683638030917,0.8612946791916123,-1.0163729537200656,-0.9635246182158153,-0.08400293759310357,-0.19926793094351627,-0.25099050549119656
ACN,-0.7663677930311886,-0.764183811683554,-0.45551239565669266,-0.6494508187538577,-0.6494508187538577,-0.812608218964991,-1.0321045780206237,-0.4860932672569056,-0.5797684777887441,-0.3154204202879099,-0.2806738141818039,-0.6267459350464472,-0.5948270006564068,-1.5376640654062048,-0.9402016533877244,-0.9483188036729724,-1.0029252906348918,-0.8180741661281201,-0.21277491890549094,-0.3194080898642374,-0.9504230580024537,-0.9316277687426624,-0.4333227189753814
ADI,0.3297738830209438,0.3305215340571418,-0.30952195800938637,-0.6309543133600172,-0.6309543133600172,0.5759080315971916,0.6006409902634843,0.42094906957094036,0.501433869330944,-0.07536213096268028,-0.027681297772476323,1.0084183971305107,1.056682701742702,0.09968881654388184,0.1854177321342053,0.56365532341801,0.3182667106845239,0.4278805680360877,0.13123671013429183,0.21221277135975425,-0.6871893341141857,-0.8012687986735515,1.0253349888980972
ADM,-0.8718906217499695,-0.8695683684610808,-0.8154643245516376,-0.8847137513150423,-0.8847137513150423,-0.6588118874603228,-0.6638974890639991,-0.7455236901748428,-0.5715959437588481,-0.7966511396465196,-0.7588848374243037,-0.6450591780484808,-0.6180068474750195,-0.08923651598882049,-0.9918104306048767,-0.7973888122305869,-1.4468880951610432,-1.323041210193034,-0.9220235616366468,-0.9246535248436821,-1.0892245306186448,-1.0194041833866843,0.29600613496135786
ADP,-0.7550722925499891,-0.7529031122723971,-0.682520598066672,-0.8510322188379136,-0.8510322188379136,-0.8036329751847099,-0.7506780255287347,-0.5582117399979682,-0.04855675397494784,-0.5749885814304274,-0.46039972284611325,0.039908396050468704,0.0576140357207672,0.28861414907658417,-0.7529083881325207,-0.7657341505273101,-0.7873911564618535,-0.7807427645142212,0.22779209892421387,0.2737497875442933,1.0701113228796184,1.2620912573735785,-0.34215661223328897
ADSK,1.124280423298417,1.1239869919167427,0.9314284694054485,1.1681975736087682,1.1681975736087682,1.0361750347982788,0.9818672775571241,1.1855832148943972,0.45610768082418535,3.486312867062539,3.6853033844200183,-0.1240026141178595,-0.24950336569867868,-0.2151867376772887,1.2856020388338536,0.9053254852585094,1.4063368033469132,1.432237251838912,0.5828742337585122,0.609494307131917,1.490806658639634,1.4426601268696935,-0.4333227189753814
AEE,-1.2414679940379605,-1.2386614646798046,-0.9582400994945707,-0.8549031797511671,-0.8549031797511671,-1.0408496343225624,-0.9817746498784234,-1.2321732133156615,-1.3726837532133993,-1.2384386155509506,-1.1517777614878288,-1.3943555253037039,-1.3042135229682534,0.35158925992081824,-0.6955689091243129,-0.47283197471278177,-0.06183884273561844,-0.08368569488902093,-1.3505600484299436,-1.440933177342832,-0.3577881111944827,-0.3788018770023585,0.4783383484455427
AEP,-1.3679284961922322,-1.3649562591920699,-1.3096029917441658,-1.1576918591253187,-1.1576918591253187,-1.1975772845744732,-1.0601354678853732,-1.2499025381835995,-0.6922969504632739,-1.1992884601445417,-1.1463086373859794,-0.5068348395272295,-0.42942202832929033,0.9813403683631593,-1.121087241575447,-0.7316475241614414,-1.1878268701549157,-0.947168955494496,-0.8544442329325848,-0.7855689694428944,-1.0540115163004657,-1.0281666047068982,1.0253349888980972
AES,-0.4011851602485263,-0.39947969631897334,-0.4932599793114438,-0.40929910880893483,-0.40929910880893483,-0.46305057519547205,-0.3959308918162779,-0.39203121882574915,-0.8257927539315976,-0.20735125348224895,-0.24871371641563367,-0.9576318096474337,-0.9227309468319509,0.35158925992081824,-0.2792206160999474,-0.3039447645370598,-0.04036723271858553,-0.07192927441746481,-0.5765265274189606,-0.6549595794933284,-0.7493925683519055,-0.8063502171095147,-0.15982439874910415
AFL,-1.2428155874073725,-1.2400072922289342,-0.5640603123193447,-0.31061275369610974,-0.31061275369610974,-1.227114641130319,-1.2978703290111213,-1.032682185051432,-0.24207474007280258,-1.2291679856427207,-1.1898558424179428,-0.7321420766274012,-0.7953520225092358,-0.6560125135869275,-1.3795927691318273,-1.4773958014769948,-1.1812959398929748,-0.8164053875019025,-0.8566375444092447,-0.8626172188781338,-0.6082402800009912,-0.5595329169609223,-1.1626515729121207
AIG,-0.370541562952216,-0.3688762528901871,-0.3363972761819587,-0.32786171895731114,-0.32786171895731114,-0.30533333497374077,-0.3140892347638107,-0.26984453779251355,0.2977181444723845,0.004150919077822407,0.06374578579512823,0.48284587522200006,0.4926486754490223,-0.08923651598882049,-0.4427572440819508,-0.6527768767557197,-0.5207616075533165,-0.6297761461316792,0.6261513048389872,0.6804994967014704,-0.7821784839502688,-0.7721561288146035,-0.797987145943751
AIZ,-0.7407258223089974,-0.7385754409426408,-0.8260772882115793,-0.8633633982427323,-0.8633633982427323,-0.6970446285053948,-0.5940111882205131,-0.7867068530025061,-0.8336646074361705,-0.4243406479990272,-0.38320372881739767,-0.07669492382860492,0.10334217431774582,0.6034897032977546,-0.7790456237299954,-1.0512414470095033,-0.7649143080360489,-0.6565469464559816,-0.4243074691578035,-0.35097082457359835,-1.0266748267335501,-1.0348217373660258,-1.253817679654213
AJG,-1.174410484930109,-1.1716918244442398,-0.8863630003833222,-0.4384580738933468,-0.4384580738933468,-1.0703169289156913,-0.9521747136013906,-1.16807210544279,-1.212576976221633,-1.213901008928059,-1.1934154500792094,-0.7732673096120375,-0.6190540626817442,0.792415035830457,-1.4862947437729388,-1.3837676336442695,-1.2858960945048066,-1.3929725678649671,-0.8043118522242814,-0.8248122835265,-1.0312298584998028,-0.9475460921271357,-0.34215661223328897
AKAM,0.19235106600658988,0.19327878916473457,1.2231539041332922,1.8408148605069614,1.8408148605069614,0.032217288468266464,0.19250870108957474,-0.15595488807707625,-0.5704440198581078,-0.06323045179367652,-0.06466626431185044,0.6431645348117346,0.879530219136772,0.792415035830457,-0.6486977561063247,-0.04218503378977979,-0.30025472092401945,0.6146486429026686,-0.11643465047166189,-0.057495732115963726,-0.3350883830244566,-0.44156497577888704,1.7546638428348365
ALB,1.1681400459626852,1.1677891430817902,0.07647889409728119,-0.3144199545725204,-0.3144199545725204,1.496041481929506,1.642661771504443,1.2690912562829504,1.2539345072646595,0.15865931170656045,0.10483703559607711,0.36484816781865653,0.13463925436874857,0.5405145924535206,1.6856353771899149,1.6447411367207025,1.5886330343908561,1.4499931304663982,1.478763305930679,1.5444095693633724,1.2048017179179362,1.1292554493694091,0.29600613496135786
ALGN,2.4540871704678264,2.4520512255214895,2.6062040931240738,2.031663653139324,2.031663653139324,1.8314526055258227,1.893373239163877,2.0230796760901404,1.887141547462169,0.5407953601702811,0.6750216996015513,1.6240124470397006,1.4524315473093847,0.22563903823235004,1.8977933915086076,1.8382529677237172,2.8741659676286697,1.8679282323347,2.2672490035919095,1.9490115057044728,4.017679261336767,4.137396972200031,0.29600613496135786
ALK,0.3961738707041269,0.39683451445187695,-0.058025645727793854,-0.3125150062658892,-0.3125150062658892,0.2553430582986067,0.3586647940254183,0.41002584734595343,1.2952304561835488,-0.060975997772647936,-0.17986313925088332,1.0273389212707478,0.8953734354427756,0.4775394816092865,0.4160744347784368,0.29577538913026996,0.5753621287473307,0.4448941502363825,0.15456308597868235,0.05472081441050394,-0.18249045069523595,-0.25427397253193945,-0.15982439874910415
ALL,-1.0468437402052708,-1.0442922369274363,-0.6392392308510717,-0.5233675728101057,-0.5233675728101057,-1.208476389702691,-1.0875988748181742,-1.3742093702106701,-1.330271177672829,-1.186654199276995,-1.1662500418861133,-0.804473073313572,-0.6281580467554925,0.8553901466746912,-1.1094561742886688,-1.4584309899890031,-1.4302013939624638,-1.2642887256478095,-0.3791861066051079,-0.3651811724985444,-1.0577859259553057,-0.9925564518163641,-1.8919804268488598
ALLE,-0.6757140768938498,-0.6736488837313348,-0.49470263171234535,-0.17529871874199934,-0.17529871874199934,-0.6058165723459747,-0.5406846205961361,-0.4376574084071426,-0.25142795874933943,-0.6646459976878503,-0.662715517671309,-0.7976078142014744,-0.8693083942879265,0.35158925992081824,-0.6183575075328679,-0.09352216846841332,-0.4693395700354792,-0.18650115450819998,-0.44193711970005556,-0.42474673094086207,-0.4753263409590829,-0.49380971458961426,1.4811655226085592
