,DB,HC,Sil,hom,clust_model,emb_model
0,1.8760117979499662,70.56552471484626,0.07662084392885891,0.16282048706132618,KMeans,ts2vec
0,1.6046351296591441,68.38542152367634,0.08738749675124603,0.16411460950723608,Agg,ts2vec
0,1.925011170877044,55.377054088150686,0.1293216369669111,0.09601288484756723,KMeans,PersImage_2
0,2.1132223928362848,49.660415376145345,0.054594838455871916,0.09266957413699983,Agg,PersImage_2
0,1.8799491741842012,39.322286454892655,0.07688292556707976,0.1156908045958992,KMeans,PersLandscape_1
0,1.9848716443697447,36.45276711901242,0.06952981951361971,0.09592264712567881,Agg,PersLandscape_1
0,1.422883080715139,124.56064579944632,0.2312665605204646,0.04766126208833032,KMeans,transformer_embds3
0,1.4112649202871894,120.48189699165252,0.23079172484105087,0.04825773604903969,Agg,transformer_embds3
0,1.2372417309979626,156.1207603965123,0.2857091158510499,0.04551156625651019,KMeans,transformer_embds2
0,1.2063164775344322,152.09252931474137,0.2868962323080758,0.05437582993448264,Agg,transformer_embds2
0,1.0752708830109283,127.92917428962417,0.2267919179211216,0.17699356448865947,KMeans,table_finance_features
0,1.011175064693686,108.28568442415293,0.20896670680973153,0.17906450887770323,Agg,table_finance_features
0,2.265369575783352,39.05086228296481,0.021714160098404253,0.10898850914510917,KMeans,autoencoder_mlp
0,2.312595167562723,36.91784846316342,0.015548442004953549,0.09480992540878562,Agg,autoencoder_mlp
0,1.2490909557734242,151.69525947859276,0.28551091012057533,0.053940235481712846,KMeans,transformer_embds5
0,1.22828786222304,146.13491590579784,0.2773431390049611,0.055480869886476276,Agg,transformer_embds5
0,2.518564903001081,22.517214705178493,0.04002064436003318,0.06927416009081226,KMeans,PersLandscape_2
0,2.7019387398255836,19.329018162590987,0.0015821930851932006,0.06525107279245781,Agg,PersLandscape_2
0,2.1822085336387667,38.672180572871575,0.07854489712608281,0.25490676537049906,KMeans,tsfresh
0,2.312001992795786,35.324373338607494,0.04548732401541989,0.3125208560585856,Agg,tsfresh
0,3.0580920480166953,3.8497974560612267,-0.10228188888348348,0.21941683515625462,KMeans,pca
0,1.7085020845798218,4.34397211681266,0.046146219140394705,0.12847333859918414,Agg,pca
0,1.5230014335969086,102.89793274140875,0.14204877876844227,0.1267413821420653,KMeans,topo_features
0,1.6681344314585338,96.11488973936468,0.11595596162244177,0.12366558663993395,Agg,topo_features
0,2.3941376932318517,19.601271720920767,0.05718700746832687,0.30842755955642465,KMeans,autoencoder_conv
0,2.618738209038827,17.367683971798204,0.025762294301174948,0.2864808211007492,Agg,autoencoder_conv
0,0.8485297640046574,519.71280896415,0.4497406484588333,0.5819542426807139,KMeans,umap
0,0.9321248933922317,464.83015578606586,0.4034925422531159,0.5483588876794905,Agg,umap
0,3.6936817594997806,3.644938675719254,-0.06793339385447011,0.21591580458539122,KMeans,fastica
0,2.1364348645932485,4.379074198578162,-0.12022034315415399,0.24882331543554853,Agg,fastica
0,2.7146069238278447,13.670670888420746,0.020726344027377774,0.42397006871101756,KMeans,transformer_embds1
0,2.891656834926859,13.506498848803119,0.013100655556373282,0.4267570105587943,Agg,transformer_embds1
0,2.5771958210226944,27.793354616279952,0.07291606052358757,0.07124364825147494,KMeans,transformer_embds4
0,2.4296866457978674,26.20306384641122,0.06589857085328191,0.0920387122828867,Agg,transformer_embds4
0,0.91328605501221,299.72160757406243,0.2840911648674225,0.1514070743907247,KMeans,autoencoder_lstm
0,0.973092049801894,250.70436349452135,0.23600074852085387,0.13440589631203215,Agg,autoencoder_lstm
0,2.2497116285353425,36.80933480706713,0.10962727842177193,0.09827473745762759,KMeans,PersImage_1
0,2.3070831359353545,35.21505487119784,0.08120726024734642,0.08977524568307746,Agg,PersImage_1
0,3.6366757369296647,11.032151719752806,-0.009744473193301448,1.0,sectors,sectors
