,mean_return,std_return,median_return,share_positive_return,max_drawdown,rec_period,beta,alpha,sharp,VaR,CVaR,CAPM,coef_var,IR
A,0.0003573467919777501,0.014429343103119387,0.0010559743905769999,0.5246636771300448,-23.37543164986474,277,1.223730807682879,7.364598904084245e-05,-2.0543314408827102,-0.0234043561670676,-0.03559408406261697,-0.006428223427549465,0.5826439387778324,0.013244936287434606
AAL,5.59917451733208e-05,0.023019402430252262,0.0005857968322851501,0.5089686098654709,-52.889633211590656,0,1.3380627233167361,-0.00025421493312686007,-1.3008160548717829,-0.04023397594780523,-0.053910146838793575,-0.009831675021201906,9.463768035906648,-0.00888009315883562
AAP,0.00045027401779860685,0.018617711178188532,0.00040605697535020004,0.5134529147982063,-32.03413558101538,28,0.9244842875320481,0.0002359483401015522,-1.5871836070171825,-0.02426492475333175,-0.03779892645335553,0.002479797051735611,0.7697960704218956,0.013130913223506006
AAPL,-3.594188092108452e-05,0.015582570238289076,-0.00013865986479919999,0.48654708520179374,-31.89596645711905,9,1.1138550545805026,-0.0002941698926340259,-1.9275345094943046,-0.025035033529572825,-0.0356826744644244,-0.0031574236257021354,-6.755809351334462,-0.02244999042250634
ABBV,0.0003706524357594469,0.0184666642008166,0.00057051029727255,0.515695067264574,-32.233611985271416,19,0.9900095656814626,0.00014113585667546692,-1.604477519168315,-0.02776682922601325,-0.04177385517010302,0.0005292296086401027,0.9200470678332237,0.008601602537415915
ABC,-0.0006835589625395662,0.015663953833175898,-0.0002180377430853,0.49551569506726456,-40.223418104747644,9,0.6781505657858946,-0.0008407764312979677,-1.9588642362793796,-0.021868169706555224,-0.03849081499724485,0.009812700495181563,-0.35894408987968446,-0.062296538639580706
ABMD,0.0015593661334229489,0.02968954501076831,0.0007069206412836,0.5134529147982063,-33.8656613018893,218,1.1336066013045631,0.0012965590675343003,-0.9579343117673819,-0.03684119084445415,-0.06789181983418469,-0.003745390973248247,0.5652739687321114,0.04764754833333871
ABT,-0.0003178018014249271,0.014786262411542447,0.0,0.49327354260089684,-29.023438259609623,18,1.1536296113052937,-0.0005852508555504962,-2.050403337746681,-0.0228656789569517,-0.03905977188276977,-0.0043414392850332426,-0.6879556853444705,-0.05201753325688479
ACN,0.000571722668297297,0.012836981407689336,0.00110982741760275,0.5538116591928252,-14.954892153543565,100,1.0414878099018567,0.000330271749465214,-2.2924608517447256,-0.019677622724466676,-0.03021933181705357,-0.0010031833782236203,0.28823081679117807,0.03893037568242165
ADI,0.0006877672938147833,0.018021993232579175,0.00035284805124,0.5134529147982063,-28.959999778053692,373,1.276657942231283,0.00039179625098993524,-1.6264700761953546,-0.0264767966106904,-0.03854317814258159,-0.00800376722411364,0.4722414732367261,0.03244379744410562
