,mean_return,std_return,median_return,share_positive_return,max_drawdown,rec_period,beta,alpha,sharp,VaR,CVaR,CAPM,coef_var,IR
AWK,0.0006965985258600438,0.01058149686975529,0.00071955770174365,0.5318725099601593,-14.007913869006195,126,0.26263281513044423,0.0005902041858884149,0.05458121038274061,-0.015952762115462146,-0.024382952385162488,0.000194176147694195,0.16073544781967702,0.02349739677473788
AXP,0.0005445940942769591,0.01318833802366756,0.0008614746385199,0.5258964143426295,-20.719283830373627,71,1.0643692410387424,0.00011341087435002358,0.03226687657426294,-0.022995961959932865,-0.031687316365775854,0.0004235202150413709,0.3193796290748252,0.016217821902098552
AZO,0.0010757153083581076,0.015245363812098902,0.00118104716414065,0.5398406374501992,-25.23495605384557,198,0.512000298874509,0.0008683005043970183,0.06275138468989934,-0.01953412047312052,-0.034276001320993725,0.00026551000647602864,0.21606192266428298,0.04421738622419811
BA,0.00036647447940276747,0.019042610344342667,-0.00013021013731526898,0.49203187250996017,-27.279738328144553,82,1.1925114196197293,-0.00011662000875574516,0.012993326853881458,-0.03053290624125617,-0.04389829758304727,0.00046017646201330676,0.989485023124718,-0.0024956268171199857
BAC,0.0004405404061541544,0.015126338717600931,0.0006851542080057,0.5219123505976095,-30.78562899931884,418,1.149517383955972,-2.5136905689623272e-05,0.021253840278774663,-0.025008566550605505,-0.03582868709389193,0.00044787762327759057,0.5193760204586747,0.0033232673149678183
BAX,0.0005308805480991744,0.013657400534970393,0.0014813283325356,0.5577689243027888,-21.015426282105853,116,0.9193536451827807,0.00015844413252349385,0.030154561843378502,-0.021866255223056495,-0.033741872670283404,0.00038203717210154,0.35134945147352564,0.011874823314871122
BBWI,-0.0019415395405527394,0.02925770566678008,-0.0019916164560509,0.4581673306772908,-72.73039714185956,0,1.1368974277023165,-0.0024021044222707856,-0.07042887036559398,-0.045981099862843024,-0.0765699944505324,0.000444267568896342,-0.44089410645751553,-0.08615545003382045
BBY,0.0006993776604684741,0.02117649319438091,0.001371122257436,0.5338645418326693,-41.598059843087384,325,1.1787085872235392,0.0002218747936075601,0.0274044449236214,-0.03187735384787074,-0.051506048485421355,0.00045622803504858793,0.6412041581529404,0.01625525404178104
BDX,0.0005324230404960639,0.013406765639271682,0.001741879648083,0.5537848605577689,-20.62561391477834,301,0.9890023456504395,0.00013177146257497071,0.03083334434052965,-0.021144536526984784,-0.031592611781266475,0.0004019608224865171,0.337591259647383,0.013195114744017614
BEN,-0.0008759978900205475,0.01660248766519434,0.00034368804863065,0.5119521912350598,-43.741825351748275,2,1.1134990903064452,-0.001327083946092108,-0.05993351894813885,-0.029827835961758215,-0.041283122378857104,0.0004375742596065076,-0.3146612563946526,-0.09919550899196876
BIIB,0.00011064784566969874,0.026059258045063993,0.0011149225214955498,0.5258964143426295,-43.54010517803384,122,0.904309266199412,-0.0002556939896402844,-0.00032233355851477713,-0.02735060867509874,-0.05159510068073214,0.0003777335893338627,6.137353382246664,-0.011957416577238204
BIO,0.0010086771878864886,0.017981857957558297,0.0009167348203935001,0.5199203187250996,-32.5157104944258,228,1.0568942019694,0.0005805221571355698,0.049473729073971046,-0.023726746919267624,-0.03379774725017229,0.0004213819114688473,0.32056560759872216,0.04029053897064939
BK,-2.84024367031775e-05,0.01445472307980197,0.00068352384053675,0.5219123505976095,-29.904138914013302,0,0.9019037934655856,-0.00039376979864543584,-0.010200821899994269,-0.02477264509170285,-0.03599875470483683,0.0003770454817677839,-7.356376549565018,-0.03695128464525354
